feature,mean_abs_benefit_contribution,mean_signed_benefit_contribution,pct_positive_benefit_contribution,control_coefficient,treated_coefficient,coefficient_difference,importance_type
age,0.0003833779180841382,5.2240507519157317e-05,0.55,0.0,0.00043039733251798966,-0.00043039733251798966,glmnet_standardized_logit_contribution_difference
percolator_sdoh_score,0.0003826521193807919,7.78800806045842e-05,0.59,0.0,0.00048594251112386676,-0.00048594251112386676,glmnet_standardized_logit_contribution_difference
language_Spanish,0.0003771012988676367,8.108202162862991e-05,0.23,0.0,-0.0004375627653231286,0.0004375627653231286,glmnet_standardized_logit_contribution_difference
client_contract_Contract_C,0.0003757756024771416,2.421465696153416e-05,0.2,0.0,-0.0004687432562936472,0.0004687432562936472,glmnet_standardized_logit_contribution_difference
county_County_E,0.00037561181354648043,4.451052684046424e-05,0.8366666666666667,0.0,0.0005044576130754859,-0.0005044576130754859,glmnet_standardized_logit_contribution_difference
county_County_D,0.00034538000508769394,6.506559438199588e-07,0.17333333333333334,0.0,-0.0004562051333039446,0.0004562051333039446,glmnet_standardized_logit_contribution_difference
gender_Male,0.00033884256449518243,-2.3160712626498056e-05,0.43666666666666665,0.0,-0.0003407950811509526,0.0003407950811509526,glmnet_standardized_logit_contribution_difference
gender_Female,0.00033884256449518243,-2.3160712626498056e-05,0.43666666666666665,0.0,0.0003407950811509526,-0.0003407950811509526,glmnet_standardized_logit_contribution_difference
substance_use_flag,0.00031696395328007534,4.2707805393256965e-05,0.18,0.0,-0.0004087503906278963,0.0004087503906278963,glmnet_standardized_logit_contribution_difference
plan_type_Medicare,0.0003131056716216181,2.263414493650258e-06,0.76,0.0,0.00036655333405340455,-0.00036655333405340455,glmnet_standardized_logit_contribution_difference
county_County_B,0.0002951062776162832,-8.707581420626993e-06,0.14333333333333334,0.0,-0.0004209008263975909,0.0004209008263975909,glmnet_standardized_logit_contribution_difference
high_cost_drug_flag,0.0002769974038865584,-1.5959519129221926e-06,0.8366666666666667,0.0,0.00037464923353743956,-0.00037464923353743956,glmnet_standardized_logit_contribution_difference
risk_tier_Low,0.000270761831633665,2.0501256903147348e-05,0.14666666666666667,0.0,-0.0003815784874612161,0.0003815784874612161,glmnet_standardized_logit_contribution_difference
language_English,0.0002584569790525819,4.5496486731568495e-05,0.2833333333333333,0.0,0.00028230309347602615,-0.00028230309347602615,glmnet_standardized_logit_contribution_difference
county_County_F,0.00021822794620897511,2.094927780276768e-05,0.8433333333333334,0.0,0.0002988009981529112,-0.0002988009981529112,glmnet_standardized_logit_contribution_difference
service_region_East,0.00021350439144651064,-2.2421929584996013e-05,0.18,0.0,-0.00027632834589237323,0.00027632834589237323,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_02,0.00019473071991444444,3.4540225459685e-05,0.9366666666666666,0.0,0.00039341795851081804,-0.00039341795851081804,glmnet_standardized_logit_contribution_difference
service_region_West,0.00018804733650070103,3.313825903786486e-05,0.24333333333333335,0.0,-0.00021569185946990557,0.00021569185946990557,glmnet_standardized_logit_contribution_difference
anxiety_flag,0.0001846613959486861,1.2735268686116276e-05,0.7233333333333334,0.0,0.0002059032451186948,-0.0002059032451186948,glmnet_standardized_logit_contribution_difference
risk_tier_Very_High,0.00018325016985438922,9.001762729689267e-06,0.9966666666666667,0.0,0.001587725538121933,-0.001587725538121933,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_09,0.000178364343931479,7.065640677478882e-05,0.9633333333333334,0.0,0.00043570005850344045,-0.00043570005850344045,glmnet_standardized_logit_contribution_difference
plan_type_Commercial,0.00016123843959076138,2.521489146718075e-05,0.09333333333333334,0.0,-0.0002737284348697011,0.0002737284348697011,glmnet_standardized_logit_contribution_difference
asthma_flag,0.00016109579967730128,-2.147943995697351e-05,0.15,0.0,-0.00022356509923003023,0.00022356509923003023,glmnet_standardized_logit_contribution_difference
housing_instability_flag,0.0001556969947755634,3.6208603436177375e-06,0.18333333333333332,0.0,-0.00020113591707543978,0.00020113591707543978,glmnet_standardized_logit_contribution_difference
behavioral_health_risk_flag,0.00015493876304366634,-8.562709832136895e-06,0.55,0.0,0.0001554813324526274,-0.0001554813324526274,glmnet_standardized_logit_contribution_difference
program_BH_CM,0.0001466580835642436,-6.26454063925623e-06,0.7566666666666667,0.0,0.0001707364858382048,-0.0001707364858382048,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_11,0.00014627116113734095,3.298881506501734e-05,0.09,0.0,-0.0002489721891699421,0.0002489721891699421,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_08,0.00013865873111531998,-4.5504103709671585e-05,0.04666666666666667,0.0,-0.0003104898710151484,0.0003104898710151484,glmnet_standardized_logit_contribution_difference
transportation_barrier_flag,0.00013801597018981408,3.813420611930949e-05,0.7866666666666666,0.0,0.0001618936869366138,-0.0001618936869366138,glmnet_standardized_logit_contribution_difference
depression_flag,0.00013661796735273886,1.4015457820463137e-05,0.30666666666666664,0.0,-0.0001473587854955237,0.0001473587854955237,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_01,0.00013589306768976338,3.701487959076258e-05,0.08666666666666667,0.0,-0.00023237373091522984,0.00023237373091522984,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_06,0.0001313186842271117,5.502635350720526e-05,0.09333333333333334,0.0,-0.000204940196766702,0.000204940196766702,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_05,0.00012591900691819082,8.898869746868703e-07,0.06333333333333334,0.0,-0.0002584888074726835,0.0002584888074726835,glmnet_standardized_logit_contribution_difference
plan_type_Medicaid,0.00011930201203930268,8.858857532370614e-06,0.49666666666666665,0.0,-0.00011897529086446586,0.00011897529086446586,glmnet_standardized_logit_contribution_difference
living_alone_flag,0.00011812190105599088,-8.466540884938075e-06,0.73,0.0,0.00013269014000806133,-0.00013269014000806133,glmnet_standardized_logit_contribution_difference
county_County_C,0.00011745260980314179,1.3366277628928975e-05,0.18666666666666668,0.0,-0.00014973882142579496,0.00014973882142579496,glmnet_standardized_logit_contribution_difference
client_contract_Contract_A,0.00011100368896849744,9.20646709454374e-07,0.46,0.0,-0.00011135678474483276,0.00011135678474483276,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_12,0.00010135895476589823,3.800014584950031e-05,0.07,0.0,-0.00018414107731375622,0.00018414107731375622,glmnet_standardized_logit_contribution_difference
program_CM,9.488632551342015e-05,2.343220772869331e-06,0.56,0.0,-9.554782709422161e-05,9.554782709422161e-05,glmnet_standardized_logit_contribution_difference
language_Other,8.816704846740768e-05,1.5586148080716998e-06,0.9466666666666667,0.0,0.00019616003421133382,-0.00019616003421133382,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_07,8.612379702317263e-05,1.3718834924045196e-05,0.05,0.0,-0.00019505872235945338,0.00019505872235945338,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_15,6.441284156637063e-05,1.2294567269929665e-05,0.9566666666666667,0.0,0.0001552716987562969,-0.0001552716987562969,glmnet_standardized_logit_contribution_difference
opioid_flag,5.60758636572118e-05,7.010806749966801e-06,0.8633333333333333,0.0,8.09849662416988e-05,-8.09849662416988e-05,glmnet_standardized_logit_contribution_difference
plan_type_Dual,5.111042764179258e-05,-9.241628495119904e-06,0.17,0.0,-6.691104078256279e-05,6.691104078256279e-05,glmnet_standardized_logit_contribution_difference
rx_count_last_6m,4.770543390511625e-05,4.0299850453595445e-06,0.6,0.0,5.9953881419801926e-05,-5.9953881419801926e-05,glmnet_standardized_logit_contribution_difference
specialist_visits_last_6m,4.635246561916348e-05,-3.8927849397880675e-06,0.6066666666666667,0.0,6.0430631020295846e-05,-6.0430631020295846e-05,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_03,4.060735656200073e-05,5.4609893307518255e-06,0.94,0.0,8.471727601249523e-05,-8.471727601249523e-05,glmnet_standardized_logit_contribution_difference
service_region_South,4.040305182122479e-05,-2.085930513504125e-06,0.20333333333333334,0.0,-5.012587799228738e-05,5.012587799228738e-05,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_04,3.141369509749591e-05,-4.229144925461273e-07,0.9133333333333333,0.0,5.582245949904039e-05,-5.582245949904039e-05,glmnet_standardized_logit_contribution_difference
polypharmacy_flag,2.7452104365165406e-05,-3.045411314291079e-06,0.09333333333333334,0.0,-4.689369912755e-05,4.689369912755e-05,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_10,2.6264542405843162e-05,5.564894667259267e-06,0.9433333333333334,0.0,5.550978394090136e-05,-5.550978394090136e-05,glmnet_standardized_logit_contribution_difference
service_region_North,2.5058003814370914e-05,-2.0455513317853768e-07,0.81,0.0,3.19361599315522e-05,-3.19361599315522e-05,glmnet_standardized_logit_contribution_difference
pcp_visits_last_6m,3.275743172815179e-06,-6.236921023018406e-07,0.3933333333333333,0.0,-3.953603755132798e-06,3.953603755132798e-06,glmnet_standardized_logit_contribution_difference
