feature,mean_abs_model_contribution,coefficient,model,importance_type
polypharmacy_flag,0.00013912495325714522,-0.00023268573963971197,Treated Model,standardized_logit_contribution
plan_type_Commercial,0.00013552103652001403,0.00021577893794159193,Treated Model,standardized_logit_contribution
service_region_South,0.00012836227601606808,-0.0001631569927076516,Treated Model,standardized_logit_contribution
case_manager_name_CM_14,0.00010671407057101489,0.0002138892091694314,Treated Model,standardized_logit_contribution
county_County_A,9.071746692555802e-05,0.00012585509833796713,Treated Model,standardized_logit_contribution
depression_flag,8.80218283023343e-05,-9.76383182307758e-05,Treated Model,standardized_logit_contribution
case_manager_name_CM_01,8.790358556203907e-05,0.00018027492785254923,Treated Model,standardized_logit_contribution
transportation_barrier_flag,8.661380976778103e-05,-9.838633655390186e-05,Treated Model,standardized_logit_contribution
case_manager_name_CM_10,7.364163801520394e-05,0.0001474636196206824,Treated Model,standardized_logit_contribution
rx_count_last_6m,6.806358933826625e-05,-8.908756801137422e-05,Treated Model,standardized_logit_contribution
client_contract_Contract_C,6.32174650668853e-05,-7.609567831846037e-05,Treated Model,standardized_logit_contribution
pcp_visits_last_6m,5.402618892058315e-05,-6.10549018181533e-05,Treated Model,standardized_logit_contribution
case_manager_name_CM_13,5.330459370804858e-05,0.00011650885272444359,Treated Model,standardized_logit_contribution
case_manager_name_CM_03,3.958755211707049e-05,8.23854501209146e-05,Treated Model,standardized_logit_contribution
service_region_North,2.9881948998017177e-05,-3.478753330736094e-05,Treated Model,standardized_logit_contribution
utilities_insecurity_flag,2.9153269050710927e-05,3.7933180198776376e-05,Treated Model,standardized_logit_contribution
county_County_F,1.5721158319651975e-05,2.173246154424301e-05,Treated Model,standardized_logit_contribution
housing_instability_flag,1.036360891235257e-06,1.3585170242247305e-06,Treated Model,standardized_logit_contribution
admits_last_6m,0.08810844756693248,0.10094185893029856,Control Model,standardized_logit_contribution
ed_visits_last_6m,0.07745242404819,0.07705196917670692,Control Model,standardized_logit_contribution
percolator_clinical_score,0.07541179568596298,0.10009275053287563,Control Model,standardized_logit_contribution
chf_flag,0.05241878149224944,0.07314012647944378,Control Model,standardized_logit_contribution
current_risk_score,0.051188911550954765,0.06141730348867989,Control Model,standardized_logit_contribution
risk_tier_Very_High,0.0022253353749111045,0.045768392101333495,Control Model,standardized_logit_contribution
language_Spanish,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_08,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_12,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_11,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_10,0.0,0.0,Control Model,standardized_logit_contribution
risk_tier_Low,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_09,0.0,0.0,Control Model,standardized_logit_contribution
risk_tier_Medium,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_07,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_14,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_06,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_05,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_04,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_03,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_02,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_01,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_13,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_15,0.0,0.0,Control Model,standardized_logit_contribution
language_Other,0.0,0.0,Control Model,standardized_logit_contribution
county_County_E,0.0,0.0,Control Model,standardized_logit_contribution
language_English,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Medicare,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Medicaid,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Dual,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Commercial,0.0,0.0,Control Model,standardized_logit_contribution
county_County_F,0.0,0.0,Control Model,standardized_logit_contribution
county_County_D,0.0,0.0,Control Model,standardized_logit_contribution
gender_Female,0.0,0.0,Control Model,standardized_logit_contribution
county_County_C,0.0,0.0,Control Model,standardized_logit_contribution
county_County_B,0.0,0.0,Control Model,standardized_logit_contribution
county_County_A,0.0,0.0,Control Model,standardized_logit_contribution
risk_tier_High,0.0,0.0,Control Model,standardized_logit_contribution
program_CM,0.0,0.0,Control Model,standardized_logit_contribution
gender_Male,0.0,0.0,Control Model,standardized_logit_contribution
program_Complex_CM,0.0,0.0,Control Model,standardized_logit_contribution
age,0.0,0.0,Control Model,standardized_logit_contribution
program_BH_CM,0.0,0.0,Control Model,standardized_logit_contribution
ckd_flag,0.0,0.0,Control Model,standardized_logit_contribution
pcp_visits_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
utilities_insecurity_flag,0.0,0.0,Control Model,standardized_logit_contribution
transportation_barrier_flag,0.0,0.0,Control Model,standardized_logit_contribution
housing_instability_flag,0.0,0.0,Control Model,standardized_logit_contribution
food_insecurity_flag,0.0,0.0,Control Model,standardized_logit_contribution
behavioral_health_risk_flag,0.0,0.0,Control Model,standardized_logit_contribution
substance_use_flag,0.0,0.0,Control Model,standardized_logit_contribution
ed_visits_last_30d,0.0,0.0,Control Model,standardized_logit_contribution
anxiety_flag,0.0,0.0,Control Model,standardized_logit_contribution
depression_flag,0.0,0.0,Control Model,standardized_logit_contribution
asthma_flag,0.0,0.0,Control Model,standardized_logit_contribution
copd_flag,0.0,0.0,Control Model,standardized_logit_contribution
diabetes_flag,0.0,0.0,Control Model,standardized_logit_contribution
living_alone_flag,0.0,0.0,Control Model,standardized_logit_contribution
specialist_visits_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
observation_stays_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
service_region_West,0.0,0.0,Control Model,standardized_logit_contribution
client_contract_Contract_A,0.0,0.0,Control Model,standardized_logit_contribution
dual_eligible,0.0,0.0,Control Model,standardized_logit_contribution
service_region_North,0.0,0.0,Control Model,standardized_logit_contribution
service_region_East,0.0,0.0,Control Model,standardized_logit_contribution
service_region_Central,0.0,0.0,Control Model,standardized_logit_contribution
client_contract_Contract_C,0.0,0.0,Control Model,standardized_logit_contribution
client_contract_Contract_B,0.0,0.0,Control Model,standardized_logit_contribution
percolator_sdoh_score,0.0,0.0,Control Model,standardized_logit_contribution
total_cost_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
percolator_utilization_score,0.0,0.0,Control Model,standardized_logit_contribution
polypharmacy_flag,0.0,0.0,Control Model,standardized_logit_contribution
opioid_flag,0.0,0.0,Control Model,standardized_logit_contribution
high_cost_drug_flag,0.0,0.0,Control Model,standardized_logit_contribution
med_adherence_pdc,0.0,0.0,Control Model,standardized_logit_contribution
rx_count_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
service_region_South,0.0,0.0,Control Model,standardized_logit_contribution
