feature,mean_abs_benefit_shap,mean_signed_benefit_shap,mean_positive_benefit_shap,mean_negative_benefit_shap,pct_positive_benefit_shap,pct_negative_benefit_shap,importance_type
county_GRAY,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_GRAYS_HARBOR,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_HAYS,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_HENRICO,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_LASSEN,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_Unseen,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_WALLOWA,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_RIVERSIDE,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_SALT_LAKE,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_SACRAMENTO,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_SUTTER,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
county_SAN_DIEGO,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
state_CA,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
state_VA,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
state_TX,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
state_FL,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
state_ID,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
state_UT,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
state_Unseen,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
risk_tier_Unseen,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_tlearner_final_benefit_score_permutation_shap
