feature,mean_abs_benefit_shap,mean_signed_benefit_shap,pct_positive_benefit_shap,importance_type
county_LASSEN,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_MALHEUR,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_HARNEY,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_DESCHUTES,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_DOUGLAS,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_MUSSELSHELL,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_MORROW,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_MARION,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_POLK,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_SAN_DIEGO,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_RIVERSIDE,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_SACRAMENTO,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_SALT_LAKE,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_UNION,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_WALLOWA,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_WASCO,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_WASHINGTON,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_WHEELER,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_SUTTER,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_TILLAMOOK,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_UMATILLA,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_CA,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_Unseen,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
county_YAMHILL,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_FL,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_TX,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_ID,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_MT,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_OR,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_WA,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_VA,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_UT,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
state_Unseen,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
risk_tier_2,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
risk_tier_1,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
risk_tier_5,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
risk_tier_Unseen,0.0,0.0,0.0,xgboost_raw_margin_shap_difference
