member_id,split,propensity_score,propensity_model,seed
UM0110711,test,0.8498572511991119,GLMNet elastic-net logistic,123
UM0110972,train,0.5758156305993767,GLMNet elastic-net logistic,123
UM0110975,train,0.5346817645621518,GLMNet elastic-net logistic,123
UM0110975,test,0.5346817645621518,GLMNet elastic-net logistic,123
UM0111184,train,0.722183026290426,GLMNet elastic-net logistic,123
UM0111186,train,0.8448588126551041,GLMNet elastic-net logistic,123
UM0111447,test,0.48139686052766256,GLMNet elastic-net logistic,123
UM0111447,train,0.48139686052766256,GLMNet elastic-net logistic,123
UM0111914,train,0.6286251877832097,GLMNet elastic-net logistic,123
UM0111914,train,0.6286251877832097,GLMNet elastic-net logistic,123
UM0111956,test,0.5805685874801187,GLMNet elastic-net logistic,123
UM0112448,train,0.45657028421959944,GLMNet elastic-net logistic,123
UM0112448,test,0.45657028421959944,GLMNet elastic-net logistic,123
UM0112448,test,0.2721351991943211,GLMNet elastic-net logistic,123
UM0112788,train,0.2311954988933214,GLMNet elastic-net logistic,123
UM0113048,test,0.1462571928787774,GLMNet elastic-net logistic,123
UM0113208,train,0.3284853266193478,GLMNet elastic-net logistic,123
UM0113208,train,0.3284853266193478,GLMNet elastic-net logistic,123
UM0113572,train,0.5633647640573256,GLMNet elastic-net logistic,123
UM0113781,train,0.48739109007624465,GLMNet elastic-net logistic,123
UM0113781,train,0.48739109007624465,GLMNet elastic-net logistic,123
UM0113781,test,0.49831102919788267,GLMNet elastic-net logistic,123
UM0115806,train,0.38016874801349004,GLMNet elastic-net logistic,123
UM0115806,test,0.38016874801349004,GLMNet elastic-net logistic,123
UM0115964,train,0.5617851190521218,GLMNet elastic-net logistic,123
UM0115964,train,0.5617851190521218,GLMNet elastic-net logistic,123
UM0116374,train,0.32738969742734647,GLMNet elastic-net logistic,123
UM0116374,train,0.32738969742734647,GLMNet elastic-net logistic,123
UM0116396,train,0.48223195132604946,GLMNet elastic-net logistic,123
UM0116396,train,0.48223195132604946,GLMNet elastic-net logistic,123
UM0116427,train,0.5167301771700286,GLMNet elastic-net logistic,123
UM0116427,test,0.5167301771700286,GLMNet elastic-net logistic,123
UM0116688,train,0.574465516206853,GLMNet elastic-net logistic,123
UM0116892,train,0.3880264071055181,GLMNet elastic-net logistic,123
UM0116892,test,0.3880264071055181,GLMNet elastic-net logistic,123
UM0116956,test,0.8325473823878783,GLMNet elastic-net logistic,123
UM0116956,train,0.8325473823878783,GLMNet elastic-net logistic,123
UM0117313,train,0.5960987773824773,GLMNet elastic-net logistic,123
UM0117313,train,0.5960987773824773,GLMNet elastic-net logistic,123
UM0117419,train,0.05,GLMNet elastic-net logistic,123
UM0117468,test,0.4912956231710996,GLMNet elastic-net logistic,123
UM0117468,train,0.4912956231710996,GLMNet elastic-net logistic,123
UM0117577,test,0.3558986831436191,GLMNet elastic-net logistic,123
UM0117577,train,0.3558986831436191,GLMNet elastic-net logistic,123
UM0117674,train,0.21030571154372146,GLMNet elastic-net logistic,123
UM0117674,test,0.21030571154372146,GLMNet elastic-net logistic,123
UM0117787,test,0.7630153276977448,GLMNet elastic-net logistic,123
UM0117887,train,0.8883171211278498,GLMNet elastic-net logistic,123
UM0118038,train,0.29495688719581514,GLMNet elastic-net logistic,123
UM0118038,train,0.29495688719581514,GLMNet elastic-net logistic,123
UM0118405,test,0.47185859553949966,GLMNet elastic-net logistic,123
UM0118405,train,0.47185859553949966,GLMNet elastic-net logistic,123
UM0118719,train,0.95,GLMNet elastic-net logistic,123
UM0119129,train,0.05,GLMNet elastic-net logistic,123
UM0119129,train,0.05,GLMNet elastic-net logistic,123
UM0119340,train,0.3410573989588757,GLMNet elastic-net logistic,123
UM0119340,train,0.3410573989588757,GLMNet elastic-net logistic,123
UM0119391,train,0.6653170850811836,GLMNet elastic-net logistic,123
UM0119391,train,0.6653170850811836,GLMNet elastic-net logistic,123
UM0119391,train,0.6653170850811836,GLMNet elastic-net logistic,123
UM0119391,train,0.6653170850811836,GLMNet elastic-net logistic,123
UM0119391,train,0.7243654475622151,GLMNet elastic-net logistic,123
UM0119494,train,0.47085181179762725,GLMNet elastic-net logistic,123
UM0119499,train,0.95,GLMNet elastic-net logistic,123
UM0119499,train,0.95,GLMNet elastic-net logistic,123
UM0119650,train,0.5253206026249518,GLMNet elastic-net logistic,123
UM0119658,train,0.4231213437595855,GLMNet elastic-net logistic,123
UM0119658,train,0.4231213437595855,GLMNet elastic-net logistic,123
UM0119753,train,0.15683066731041875,GLMNet elastic-net logistic,123
UM0120016,test,0.8914326251237471,GLMNet elastic-net logistic,123
UM0120488,train,0.4576643593220125,GLMNet elastic-net logistic,123
UM0120489,train,0.3099200344497239,GLMNet elastic-net logistic,123
UM0120744,train,0.1547374128044048,GLMNet elastic-net logistic,123
UM0120951,test,0.48449964932899264,GLMNet elastic-net logistic,123
UM0120951,train,0.48449964932899264,GLMNet elastic-net logistic,123
UM0121153,train,0.4661634171450848,GLMNet elastic-net logistic,123
UM0121153,train,0.4661634171450848,GLMNet elastic-net logistic,123
UM0121266,train,0.19786809933120483,GLMNet elastic-net logistic,123
UM0121266,test,0.19786809933120483,GLMNet elastic-net logistic,123
UM0121527,train,0.7789831074105249,GLMNet elastic-net logistic,123
UM0121527,train,0.7975235686750167,GLMNet elastic-net logistic,123
UM0121570,train,0.22247993114342954,GLMNet elastic-net logistic,123
UM0121841,train,0.6281040444572146,GLMNet elastic-net logistic,123
UM0121841,train,0.6281040444572146,GLMNet elastic-net logistic,123
UM0122324,test,0.44501633271685126,GLMNet elastic-net logistic,123
UM0122457,test,0.17460844420248323,GLMNet elastic-net logistic,123
UM0122457,test,0.17710053161642936,GLMNet elastic-net logistic,123
UM0123187,train,0.95,GLMNet elastic-net logistic,123
UM0123789,train,0.09372596286869665,GLMNet elastic-net logistic,123
UM0123789,train,0.09372596286869665,GLMNet elastic-net logistic,123
UM0123815,test,0.6199911741000455,GLMNet elastic-net logistic,123
UM0124224,train,0.6125605118569138,GLMNet elastic-net logistic,123
UM0124225,test,0.30208660250737457,GLMNet elastic-net logistic,123
UM0124226,train,0.4154956159739341,GLMNet elastic-net logistic,123
UM0124232,train,0.5055134073477975,GLMNet elastic-net logistic,123
UM0124232,test,0.5055134073477975,GLMNet elastic-net logistic,123
UM0124329,train,0.6552582095017307,GLMNet elastic-net logistic,123
UM0124329,test,0.6513635576874072,GLMNet elastic-net logistic,123
UM0124648,test,0.3319260791932577,GLMNet elastic-net logistic,123
UM0125064,test,0.5397594928189884,GLMNet elastic-net logistic,123
UM0125064,train,0.5397594928189884,GLMNet elastic-net logistic,123
UM0125221,train,0.5464981248515611,GLMNet elastic-net logistic,123
UM0125521,train,0.2666672267712174,GLMNet elastic-net logistic,123
UM0126254,test,0.6461443693206902,GLMNet elastic-net logistic,123
UM0126254,train,0.5969708994734462,GLMNet elastic-net logistic,123
UM0126254,test,0.5969708994734462,GLMNet elastic-net logistic,123
UM0126259,train,0.4544101868014985,GLMNet elastic-net logistic,123
UM0126259,train,0.4544101868014985,GLMNet elastic-net logistic,123
UM0126414,train,0.22411906063232276,GLMNet elastic-net logistic,123
UM0126414,train,0.22411906063232276,GLMNet elastic-net logistic,123
UM0126507,train,0.6028000835306102,GLMNet elastic-net logistic,123
UM0126507,train,0.6028000835306102,GLMNet elastic-net logistic,123
UM0126614,train,0.95,GLMNet elastic-net logistic,123
UM0127398,train,0.661396125102346,GLMNet elastic-net logistic,123
UM0127398,test,0.661396125102346,GLMNet elastic-net logistic,123
UM0127451,train,0.2730231544187949,GLMNet elastic-net logistic,123
UM0127452,train,0.32390044660746325,GLMNet elastic-net logistic,123
UM0127452,test,0.32390044660746325,GLMNet elastic-net logistic,123
UM0127601,train,0.39613116179279323,GLMNet elastic-net logistic,123
UM0127601,train,0.39613116179279323,GLMNet elastic-net logistic,123
UM0127917,test,0.4956756485822703,GLMNet elastic-net logistic,123
UM0128124,train,0.4956426939561347,GLMNet elastic-net logistic,123
UM0128478,train,0.31135337250908013,GLMNet elastic-net logistic,123
UM0128478,train,0.31135337250908013,GLMNet elastic-net logistic,123
UM0128533,train,0.6011134489301269,GLMNet elastic-net logistic,123
UM0128790,train,0.48363568602517215,GLMNet elastic-net logistic,123
UM0128790,test,0.48363568602517215,GLMNet elastic-net logistic,123
UM0128900,train,0.46510242048611605,GLMNet elastic-net logistic,123
UM0128906,train,0.4010140245936687,GLMNet elastic-net logistic,123
UM0128906,test,0.4010140245936687,GLMNet elastic-net logistic,123
UM0128946,train,0.95,GLMNet elastic-net logistic,123
UM0129258,train,0.2546829997246962,GLMNet elastic-net logistic,123
UM0129374,train,0.6880470294703518,GLMNet elastic-net logistic,123
UM0129374,train,0.6880470294703518,GLMNet elastic-net logistic,123
UM0129476,train,0.5659100760132785,GLMNet elastic-net logistic,123
UM0129671,test,0.29318679070564757,GLMNet elastic-net logistic,123
UM0129681,train,0.35654277519453587,GLMNet elastic-net logistic,123
UM0129695,test,0.2205032336548664,GLMNet elastic-net logistic,123
UM0129695,train,0.2205032336548664,GLMNet elastic-net logistic,123
UM0130195,train,0.3612560145684544,GLMNet elastic-net logistic,123
UM0130195,train,0.3612560145684544,GLMNet elastic-net logistic,123
UM0130204,train,0.28974704680758284,GLMNet elastic-net logistic,123
UM0130204,test,0.28974704680758284,GLMNet elastic-net logistic,123
UM0130299,test,0.4934451534603674,GLMNet elastic-net logistic,123
UM0130304,train,0.5074309755668533,GLMNet elastic-net logistic,123
UM0130304,train,0.5074309755668533,GLMNet elastic-net logistic,123
UM0130515,train,0.21276046168317003,GLMNet elastic-net logistic,123
UM0130515,train,0.21276046168317003,GLMNet elastic-net logistic,123
UM0130609,test,0.8127520708416741,GLMNet elastic-net logistic,123
UM0130609,train,0.8153549086042321,GLMNet elastic-net logistic,123
UM0130612,train,0.37535496326604717,GLMNet elastic-net logistic,123
UM0130662,train,0.3710189519147962,GLMNet elastic-net logistic,123
UM0130936,train,0.4003560468846089,GLMNet elastic-net logistic,123
UM0130936,test,0.4003560468846089,GLMNet elastic-net logistic,123
UM0131339,test,0.13098336377173808,GLMNet elastic-net logistic,123
UM0131339,test,0.13098336377173808,GLMNet elastic-net logistic,123
UM0131494,test,0.49406326252301436,GLMNet elastic-net logistic,123
UM0131494,train,0.49406326252301436,GLMNet elastic-net logistic,123
UM0132177,train,0.401390161636867,GLMNet elastic-net logistic,123
UM0132219,train,0.3370016675695563,GLMNet elastic-net logistic,123
UM0132227,train,0.2889088217973149,GLMNet elastic-net logistic,123
UM0132387,test,0.23009829759566275,GLMNet elastic-net logistic,123
UM0132747,train,0.4201266734634768,GLMNet elastic-net logistic,123
UM0132959,train,0.3607371358106458,GLMNet elastic-net logistic,123
UM0132959,test,0.3607371358106458,GLMNet elastic-net logistic,123
UM0133051,train,0.05,GLMNet elastic-net logistic,123
UM0133051,test,0.05,GLMNet elastic-net logistic,123
UM0133422,train,0.685834603968223,GLMNet elastic-net logistic,123
UM0133422,test,0.63557047732398,GLMNet elastic-net logistic,123
UM0133422,test,0.63557047732398,GLMNet elastic-net logistic,123
UM0133678,train,0.2573782683468408,GLMNet elastic-net logistic,123
UM0133782,test,0.4976721433379823,GLMNet elastic-net logistic,123
UM0135083,train,0.3877643144582065,GLMNet elastic-net logistic,123
UM0135293,train,0.8574157230381315,GLMNet elastic-net logistic,123
UM0135293,test,0.8574157230381315,GLMNet elastic-net logistic,123
UM0135293,test,0.9318430800584114,GLMNet elastic-net logistic,123
UM0135392,train,0.67935009893012,GLMNet elastic-net logistic,123
UM0135392,train,0.67935009893012,GLMNet elastic-net logistic,123
UM0135942,train,0.45095145656176044,GLMNet elastic-net logistic,123
UM0135942,test,0.45095145656176044,GLMNet elastic-net logistic,123
UM0135964,test,0.4075156162023223,GLMNet elastic-net logistic,123
UM0135964,train,0.4075156162023223,GLMNet elastic-net logistic,123
UM0136079,train,0.5601464495901836,GLMNet elastic-net logistic,123
UM0136180,train,0.2187567742498811,GLMNet elastic-net logistic,123
UM0136180,test,0.2187567742498811,GLMNet elastic-net logistic,123
UM0136488,test,0.46587931549347467,GLMNet elastic-net logistic,123
UM0136488,train,0.46587931549347467,GLMNet elastic-net logistic,123
UM0136488,test,0.5021002998466402,GLMNet elastic-net logistic,123
UM0136957,test,0.5670087984457469,GLMNet elastic-net logistic,123
UM0137007,train,0.8191282198071042,GLMNet elastic-net logistic,123
UM0137108,test,0.5433550723268086,GLMNet elastic-net logistic,123
UM0137109,train,0.532279490993142,GLMNet elastic-net logistic,123
UM0137109,train,0.532279490993142,GLMNet elastic-net logistic,123
UM0137318,train,0.4349681582266252,GLMNet elastic-net logistic,123
UM0137419,train,0.31992850347567287,GLMNet elastic-net logistic,123
UM0137419,train,0.31992850347567287,GLMNet elastic-net logistic,123
UM0137636,train,0.6396814618792096,GLMNet elastic-net logistic,123
UM0137636,train,0.6357086684159838,GLMNet elastic-net logistic,123
UM0138052,test,0.49159176001933136,GLMNet elastic-net logistic,123
UM0138052,train,0.49159176001933136,GLMNet elastic-net logistic,123
UM0138780,test,0.35487042218669423,GLMNet elastic-net logistic,123
UM0138856,test,0.09900865687102905,GLMNet elastic-net logistic,123
UM0139202,train,0.34620060173153555,GLMNet elastic-net logistic,123
UM0139709,train,0.38321843020549096,GLMNet elastic-net logistic,123
UM0139709,train,0.38321843020549096,GLMNet elastic-net logistic,123
UM0140493,train,0.95,GLMNet elastic-net logistic,123
UM0140495,test,0.5088307161662277,GLMNet elastic-net logistic,123
UM0140495,train,0.5088307161662277,GLMNet elastic-net logistic,123
UM0140646,train,0.6350041782062003,GLMNet elastic-net logistic,123
UM0141107,train,0.48311711219361053,GLMNet elastic-net logistic,123
UM0141945,train,0.4908021909989244,GLMNet elastic-net logistic,123
UM0142149,train,0.43981496656839086,GLMNet elastic-net logistic,123
UM0142149,test,0.43981496656839086,GLMNet elastic-net logistic,123
UM0142308,train,0.21906210509116933,GLMNet elastic-net logistic,123
UM0142572,train,0.5104969073952282,GLMNet elastic-net logistic,123
UM0142572,test,0.5104969073952282,GLMNet elastic-net logistic,123
UM0142669,train,0.9259654452963147,GLMNet elastic-net logistic,123
UM0142770,train,0.8464598838887323,GLMNet elastic-net logistic,123
UM0142770,train,0.8464598838887323,GLMNet elastic-net logistic,123
UM0143182,train,0.5596785812825351,GLMNet elastic-net logistic,123
UM0143182,train,0.563911737849666,GLMNet elastic-net logistic,123
UM0143353,train,0.2207128296192661,GLMNet elastic-net logistic,123
UM0143353,train,0.2207128296192661,GLMNet elastic-net logistic,123
UM0144333,train,0.1408482893538481,GLMNet elastic-net logistic,123
UM0144468,train,0.5741671100140474,GLMNet elastic-net logistic,123
UM0144582,train,0.4723426045300847,GLMNet elastic-net logistic,123
UM0144582,train,0.5207092072989259,GLMNet elastic-net logistic,123
UM0144582,train,0.4723426045300847,GLMNet elastic-net logistic,123
UM0144914,train,0.15192543205999098,GLMNet elastic-net logistic,123
UM0144953,test,0.95,GLMNet elastic-net logistic,123
UM0145110,train,0.6899238795940893,GLMNet elastic-net logistic,123
UM0145158,train,0.25476717951471156,GLMNet elastic-net logistic,123
UM0145165,train,0.575667734698522,GLMNet elastic-net logistic,123
UM0145165,train,0.575667734698522,GLMNet elastic-net logistic,123
UM0145219,test,0.05,GLMNet elastic-net logistic,123
UM0145219,train,0.05,GLMNet elastic-net logistic,123
UM0145264,train,0.5227542849804976,GLMNet elastic-net logistic,123
UM0145264,train,0.5227542849804976,GLMNet elastic-net logistic,123
UM0145268,train,0.23912512058181062,GLMNet elastic-net logistic,123
UM0145268,train,0.2549485355565171,GLMNet elastic-net logistic,123
UM0145627,test,0.24643885898757736,GLMNet elastic-net logistic,123
UM0145627,train,0.24643885898757736,GLMNet elastic-net logistic,123
UM0145686,test,0.36000272278454415,GLMNet elastic-net logistic,123
UM0145690,test,0.6595150016614233,GLMNet elastic-net logistic,123
UM0145690,train,0.6595150016614233,GLMNet elastic-net logistic,123
UM0145841,test,0.47935816649936547,GLMNet elastic-net logistic,123
UM0145841,train,0.47935816649936547,GLMNet elastic-net logistic,123
UM0146255,train,0.5667281027633042,GLMNet elastic-net logistic,123
UM0146255,test,0.5667281027633042,GLMNet elastic-net logistic,123
UM0146359,train,0.6127445783305138,GLMNet elastic-net logistic,123
UM0146359,test,0.6127445783305138,GLMNet elastic-net logistic,123
UM0146569,test,0.8023748864088958,GLMNet elastic-net logistic,123
UM0146983,train,0.5263706336027675,GLMNet elastic-net logistic,123
UM0147501,train,0.10422181333126074,GLMNet elastic-net logistic,123
UM0147917,train,0.22416464529794117,GLMNet elastic-net logistic,123
UM0147917,test,0.22416464529794117,GLMNet elastic-net logistic,123
UM0148647,train,0.3575762552660369,GLMNet elastic-net logistic,123
UM0148647,test,0.3575762552660369,GLMNet elastic-net logistic,123
UM0148700,train,0.3238478090416244,GLMNet elastic-net logistic,123
UM0148700,train,0.2478908088994509,GLMNet elastic-net logistic,123
UM0148966,train,0.43505530974555445,GLMNet elastic-net logistic,123
UM0148966,train,0.43505530974555445,GLMNet elastic-net logistic,123
UM0149321,train,0.6349381198775186,GLMNet elastic-net logistic,123
UM0149321,train,0.6389145435048669,GLMNet elastic-net logistic,123
UM0149485,train,0.05,GLMNet elastic-net logistic,123
UM0149485,train,0.05,GLMNet elastic-net logistic,123
UM0149635,train,0.3117183367055413,GLMNet elastic-net logistic,123
UM0149686,train,0.4331975796086471,GLMNet elastic-net logistic,123
UM0149944,train,0.3476591313253348,GLMNet elastic-net logistic,123
UM0150309,train,0.05,GLMNet elastic-net logistic,123
UM0150309,train,0.05,GLMNet elastic-net logistic,123
UM0150365,train,0.5171336179770171,GLMNet elastic-net logistic,123
UM0150365,test,0.5171336179770171,GLMNet elastic-net logistic,123
UM0150732,train,0.4224303707757688,GLMNet elastic-net logistic,123
UM0150829,train,0.3104075012856821,GLMNet elastic-net logistic,123
UM0150829,test,0.3067387988452437,GLMNet elastic-net logistic,123
UM0151086,train,0.5244948697502035,GLMNet elastic-net logistic,123
UM0151086,test,0.5244948697502035,GLMNet elastic-net logistic,123
UM0151398,train,0.95,GLMNet elastic-net logistic,123
UM0151398,train,0.95,GLMNet elastic-net logistic,123
UM0151557,train,0.95,GLMNet elastic-net logistic,123
UM0151608,train,0.44522949858913685,GLMNet elastic-net logistic,123
UM0151608,train,0.44098633534682985,GLMNet elastic-net logistic,123
UM0151768,train,0.4850223520800293,GLMNet elastic-net logistic,123
UM0152135,test,0.4582958913664358,GLMNet elastic-net logistic,123
UM0152135,train,0.4582958913664358,GLMNet elastic-net logistic,123
UM0152185,test,0.40538868630439434,GLMNet elastic-net logistic,123
UM0152185,train,0.40125059465862956,GLMNet elastic-net logistic,123
UM0152187,train,0.3961316689396065,GLMNet elastic-net logistic,123
UM0152708,train,0.5003254276990389,GLMNet elastic-net logistic,123
UM0152708,train,0.5003254276990389,GLMNet elastic-net logistic,123
UM0153540,train,0.25736178462687564,GLMNet elastic-net logistic,123
UM0153540,train,0.25736178462687564,GLMNet elastic-net logistic,123
UM0153589,test,0.8048446106802347,GLMNet elastic-net logistic,123
UM0153589,train,0.8048446106802347,GLMNet elastic-net logistic,123
UM0153693,train,0.4094909925435614,GLMNet elastic-net logistic,123
UM0154061,train,0.95,GLMNet elastic-net logistic,123
UM0154113,train,0.5991647073545022,GLMNet elastic-net logistic,123
UM0154267,train,0.33546665800606734,GLMNet elastic-net logistic,123
UM0154454,test,0.21856829948893186,GLMNet elastic-net logistic,123
UM0154454,train,0.21856829948893186,GLMNet elastic-net logistic,123
UM0154556,test,0.5297573023110613,GLMNet elastic-net logistic,123
UM0154674,train,0.4853905264723929,GLMNet elastic-net logistic,123
UM0154674,test,0.4853905264723929,GLMNet elastic-net logistic,123
UM0154734,test,0.5148625120484029,GLMNet elastic-net logistic,123
UM0154734,train,0.5191563573846963,GLMNet elastic-net logistic,123
UM0155150,train,0.4257689144214748,GLMNet elastic-net logistic,123
UM0155150,test,0.4257689144214748,GLMNet elastic-net logistic,123
UM0155406,train,0.36761233590664977,GLMNet elastic-net logistic,123
UM0155509,train,0.27612305156352807,GLMNet elastic-net logistic,123
UM0155562,test,0.203437577233859,GLMNet elastic-net logistic,123
UM0155667,train,0.6258803065590118,GLMNet elastic-net logistic,123
UM0155979,train,0.34377356432243444,GLMNet elastic-net logistic,123
UM0155979,train,0.3476630813961904,GLMNet elastic-net logistic,123
UM0156026,test,0.6741305395409716,GLMNet elastic-net logistic,123
UM0156088,train,0.5943557346788639,GLMNet elastic-net logistic,123
UM0156088,test,0.5943557346788639,GLMNet elastic-net logistic,123
UM0156448,test,0.5936556695488511,GLMNet elastic-net logistic,123
UM0156809,train,0.32213970497669314,GLMNet elastic-net logistic,123
UM0156809,train,0.32213970497669314,GLMNet elastic-net logistic,123
UM0156864,test,0.24703002014025885,GLMNet elastic-net logistic,123
UM0156917,test,0.417893535701815,GLMNet elastic-net logistic,123
UM0156917,train,0.417893535701815,GLMNet elastic-net logistic,123
UM0157064,train,0.8189379653940311,GLMNet elastic-net logistic,123
UM0157064,test,0.8189379653940311,GLMNet elastic-net logistic,123
UM0157223,train,0.3634513107067946,GLMNet elastic-net logistic,123
UM0157223,test,0.3634513107067946,GLMNet elastic-net logistic,123
UM0157895,test,0.4470685643563753,GLMNet elastic-net logistic,123
UM0157895,test,0.4470685643563753,GLMNet elastic-net logistic,123
UM0157897,test,0.3719418599925549,GLMNet elastic-net logistic,123
UM0157897,train,0.3719418599925549,GLMNet elastic-net logistic,123
UM0157900,train,0.5180599556239436,GLMNet elastic-net logistic,123
UM0157900,train,0.5180599556239436,GLMNet elastic-net logistic,123
UM0158102,train,0.9487115145312952,GLMNet elastic-net logistic,123
UM0158215,train,0.3215373730709498,GLMNet elastic-net logistic,123
UM0158777,train,0.3257890641990688,GLMNet elastic-net logistic,123
UM0158777,train,0.3257890641990688,GLMNet elastic-net logistic,123
UM0158800,train,0.4225481171355177,GLMNet elastic-net logistic,123
UM0158800,train,0.4225481171355177,GLMNet elastic-net logistic,123
UM0159038,train,0.06973800410607951,GLMNet elastic-net logistic,123
UM0159038,train,0.06973800410607951,GLMNet elastic-net logistic,123
UM0159609,test,0.33473824804129926,GLMNet elastic-net logistic,123
UM0159609,train,0.33473824804129926,GLMNet elastic-net logistic,123
UM0159612,train,0.5676870239680799,GLMNet elastic-net logistic,123
UM0159876,test,0.24218136937625048,GLMNet elastic-net logistic,123
UM0160808,test,0.42581946542082405,GLMNet elastic-net logistic,123
UM0160808,train,0.42581946542082405,GLMNet elastic-net logistic,123
UM0161118,train,0.4708467059067065,GLMNet elastic-net logistic,123
UM0161118,train,0.4708467059067065,GLMNet elastic-net logistic,123
UM0161125,test,0.17568109750650907,GLMNet elastic-net logistic,123
UM0161125,train,0.17568109750650907,GLMNet elastic-net logistic,123
UM0161485,test,0.4694548812742443,GLMNet elastic-net logistic,123
UM0161947,train,0.5481467446004222,GLMNet elastic-net logistic,123
UM0161947,test,0.5524021028092394,GLMNet elastic-net logistic,123
UM0163046,test,0.345779003938359,GLMNet elastic-net logistic,123
UM0163352,test,0.4370736061725854,GLMNet elastic-net logistic,123
UM0163355,train,0.623625291443321,GLMNet elastic-net logistic,123
UM0163355,train,0.6168800569960208,GLMNet elastic-net logistic,123
UM0163355,train,0.6168800569960208,GLMNet elastic-net logistic,123
UM0163562,train,0.5804297490829208,GLMNet elastic-net logistic,123
UM0163562,test,0.5804297490829208,GLMNet elastic-net logistic,123
UM0163975,train,0.5461896066073718,GLMNet elastic-net logistic,123
UM0163975,test,0.5461896066073718,GLMNet elastic-net logistic,123
UM0164035,train,0.16670306153773978,GLMNet elastic-net logistic,123
UM0164192,train,0.17026643756509147,GLMNet elastic-net logistic,123
UM0164237,train,0.416923849733468,GLMNet elastic-net logistic,123
UM0164237,train,0.416923849733468,GLMNet elastic-net logistic,123
