feature,mean_abs_shap,model
county_PERRY,0.007775805,Treated Model
state_UT,0.007760444,Treated Model
risk_tier_Very_High,0.0054586953,Treated Model
county_PIKE,0.0050161094,Treated Model
county_FRANKLIN,0.0046826815,Treated Model
county_MARION,0.0046502925,Treated Model
risk_tier_Missing,0.004223414,Treated Model
county_WESTMORELAND,0.003916196,Treated Model
county_JOHNSON,0.0036841652,Treated Model
county_MINGO,0.0032931264,Treated Model
state_VA,0.0030273602,Treated Model
county_PRESTON,0.0029790553,Treated Model
county_GIBSON,0.0029583161,Treated Model
county_HAMBLEN,0.0028078486,Treated Model
county_MUHLENBERG,0.0026457773,Treated Model
county_CARBON,0.0025397402,Treated Model
county_EMERY,0.0023108094,Treated Model
county_NICHOLAS,0.0022585301,Treated Model
county_MERCER,0.0020732952,Treated Model
county_OHIO,0.0020365599,Treated Model
county_JACKSON,0.0018175257,Treated Model
county_MONONGALIA,0.0017662322,Treated Model
county_FLOYD,0.001559253,Treated Model
county_HARRISON,0.0014380927,Treated Model
county_WALKER,0.0014094035,Treated Model
county_MARSHALL,0.0012778464,Treated Model
state_SC,0.0011846542,Treated Model
county_CAMBRIA,0.0011148069,Treated Model
state_NC,0.00089777546,Treated Model
county_BOONE,0.00084996206,Treated Model
client_contract_The_Funds_93,0.0007494398,Treated Model
county_TUSCALOOSA,0.0006372113,Treated Model
client_contract_The_Funds_PR,0.0006293118,Treated Model
county_SALINE,0.00044122548,Treated Model
county_MCLEAN,0.0003815634,Treated Model
county_BIBB,0.00036694366,Treated Model
county_WARRICK,0.00030600347,Treated Model
county_DICKENSON,0.00028446052,Treated Model
county_KNOTT,0.00028311627,Treated Model
county_KNOX,0.00026037425,Treated Model
county_SAINT_CLAIR,0.0,Treated Model
county_ROWAN,0.0,Treated Model
county_RUTLAND,0.0,Treated Model
county_SAINT_JOHNS,0.0,Treated Model
county_SAINT_LUCIE,0.0,Treated Model
county_RUSSELL,0.0,Treated Model
county_SAINT_CHARLES,0.0,Treated Model
county_SANGAMON,0.0,Treated Model
county_SAN_JUAN,0.0,Treated Model
county_SANDERS,0.0,Treated Model
county_ROGERS,0.0,Treated Model
state_VT,0.0,Treated Model
county_SANPETE,0.0,Treated Model
county_SANTA_FE,0.0,Treated Model
county_SARASOTA,0.0,Treated Model
county_SCOTT,0.0,Treated Model
county_SEVIER,0.0,Treated Model
county_SHELBY,0.0,Treated Model
county_SHERIDAN,0.0,Treated Model
county_SMYTH,0.0,Treated Model
county_SOMERSET,0.0,Treated Model
county_SPARTANBURG,0.0,Treated Model
county_ROSEBUD,0.0,Treated Model
county_RITCHIE,0.0,Treated Model
county_ROANOKE_CITY,0.0,Treated Model
county_PERQUIMANS,0.0,Treated Model
county_PINELLAS,0.0,Treated Model
county_PINAL,0.0,Treated Model
client_contract_The_Funds_93_ALT,0.0,Treated Model
county_PICKENS,0.0,Treated Model
county_PICKAWAY,0.0,Treated Model
county_BELMONT,0.0,Treated Model
county_PEORIA,0.0,Treated Model
county_ROANE,0.0,Treated Model
county_PENNINGTON,0.0,Treated Model
county_PENDLETON,0.0,Treated Model
county_PASCO,0.0,Treated Model
county_PARKE,0.0,Treated Model
county_PARK,0.0,Treated Model
county_OWEN,0.0,Treated Model
county_POCAHONTAS,0.0,Treated Model
state_WY,0.0,Treated Model
county_POLK,0.0,Treated Model
county_POPE,0.0,Treated Model
county_PORTAGE,0.0,Treated Model
county_POWELL,0.0,Treated Model
county_POWHATAN,0.0,Treated Model
county_ALEXANDER,0.0,Treated Model
county_PRINCE_GEORGES,0.0,Treated Model
county_PULASKI,0.0,Treated Model
state_WA,0.0,Treated Model
county_PUTNAM,0.0,Treated Model
county_BELL,0.0,Treated Model
county_RANDOLPH,0.0,Treated Model
county_RICHLAND,0.0,Treated Model
county_RIO_BLANCO,0.0,Treated Model
county_STANLY,0.0,Treated Model
county_SPENCER,0.0,Treated Model
county_SURRY,0.0,Treated Model
county_STOKES,0.0,Treated Model
county_YELLOWSTONE,0.0,Treated Model
state_CT,0.0,Treated Model
state_CO,0.0,Treated Model
state_AZ,0.0,Treated Model
county_BARBOUR,0.0,Treated Model
state_AK,0.0,Treated Model
county_YORK,0.0,Treated Model
county_YAVAPAI,0.0,Treated Model
county_WICOMICO,0.0,Treated Model
county_WYTHE,0.0,Treated Model
county_BARREN,0.0,Treated Model
county_WRIGHT,0.0,Treated Model
county_WOOD,0.0,Treated Model
county_BEAUFORT,0.0,Treated Model
county_WIRT,0.0,Treated Model
state_DE,0.0,Treated Model
county_BANDERA,0.0,Treated Model
state_GA,0.0,Treated Model
county_BALDWIN,0.0,Treated Model
county_AUGUSTA,0.0,Treated Model
state_KS,0.0,Treated Model
county_ATHENS,0.0,Treated Model
state_MD,0.0,Treated Model
state_ME,0.0,Treated Model
state_MI,0.0,Treated Model
state_MO,0.0,Treated Model
state_MS,0.0,Treated Model
state_MT,0.0,Treated Model
state_ND,0.0,Treated Model
state_NM,0.0,Treated Model
county_AROOSTOOK,0.0,Treated Model
state_OK,0.0,Treated Model
county_BEAVER,0.0,Treated Model
county_WHITLEY,0.0,Treated Model
county_SULLIVAN,0.0,Treated Model
county_THURSTON,0.0,Treated Model
county_TYLER,0.0,Treated Model
county_TUSCARAWAS,0.0,Treated Model
county_TUCKER,0.0,Treated Model
county_ORANGE,0.0,Treated Model
county_TIPPAH,0.0,Treated Model
county_ALLEGHENY,0.0,Treated Model
county_TAZEWELL,0.0,Treated Model
county_WHITE,0.0,Treated Model
county_TAYLOR,0.0,Treated Model
county_TALLADEGA,0.0,Treated Model
county_SUSSEX,0.0,Treated Model
county_ARMSTRONG,0.0,Treated Model
county_SUMTER,0.0,Treated Model
county_SUMMERS,0.0,Treated Model
county_BEDFORD,0.0,Treated Model
county_UPSHUR,0.0,Treated Model
county_VANDERBURGH,0.0,Treated Model
county_VERMILLION,0.0,Treated Model
county_VIGO,0.0,Treated Model
county_VINTON,0.0,Treated Model
county_VOLUSIA,0.0,Treated Model
state_TX,0.0,Treated Model
county_WABASH,0.0,Treated Model
county_WAGONER,0.0,Treated Model
county_WARREN,0.0,Treated Model
county_WASHINGTON,0.0,Treated Model
county_WAYNE,0.0,Treated Model
county_WEBSTER,0.0,Treated Model
county_APACHE,0.0,Treated Model
state_SD,0.0,Treated Model
county_WETZEL,0.0,Treated Model
county_TRIMBLE,0.0,Treated Model
county_BRADLEY,0.0,Treated Model
county_ONSLOW,0.0,Treated Model
county_DENTON,0.0,Treated Model
county_EDGAR,0.0,Treated Model
county_DYER,0.0,Treated Model
county_DUVAL,0.0,Treated Model
county_DUBOIS,0.0,Treated Model
county_DOUGLAS,0.0,Treated Model
county_DIXIE,0.0,Treated Model
county_DELAWARE,0.0,Treated Model
county_ELMORE,0.0,Treated Model
county_DECATUR,0.0,Treated Model
county_DAVIS,0.0,Treated Model
county_DAVIESS,0.0,Treated Model
county_DAVIE,0.0,Treated Model
county_DAVIDSON,0.0,Treated Model
county_DALLAS,0.0,Treated Model
county_EFFINGHAM,0.0,Treated Model
county_ERIE,0.0,Treated Model
county_CULLMAN,0.0,Treated Model
county_FULTON,0.0,Treated Model
county_GILES,0.0,Treated Model
county_GILA,0.0,Treated Model
county_GASTON,0.0,Treated Model
county_GARRETT,0.0,Treated Model
county_GALLIA,0.0,Treated Model
county_GALLATIN,0.0,Treated Model
county_FORT_BEND,0.0,Treated Model
county_FAIRFAX,0.0,Treated Model
county_FORSYTH,0.0,Treated Model
county_FOREST,0.0,Treated Model
county_FLORENCE,0.0,Treated Model
county_FLATHEAD,0.0,Treated Model
county_FLAGLER,0.0,Treated Model
county_BOWMAN,0.0,Treated Model
county_CUMBERLAND,0.0,Treated Model
county_CRITTENDEN,0.0,Treated Model
county_OCONEE,0.0,Treated Model
county_CABELL,0.0,Treated Model
county_CATAWBA,0.0,Treated Model
county_CASS,0.0,Treated Model
county_CAMPBELL,0.0,Treated Model
county_CAMDEN,0.0,Treated Model
county_CALHOUN,0.0,Treated Model
county_CALDWELL,0.0,Treated Model
county_BUTLER,0.0,Treated Model
county_CHAMPAIGN,0.0,Treated Model
county_BURKE,0.0,Treated Model
county_BUCHANAN,0.0,Treated Model
county_BRUNSWICK,0.0,Treated Model
county_BROOKE,0.0,Treated Model
county_BRISTOL_CITY,0.0,Treated Model
county_BREVARD,0.0,Treated Model
county_CENTRE,0.0,Treated Model
county_CHESTERFIELD,0.0,Treated Model
county_CRENSHAW,0.0,Treated Model
county_CLEARFIELD,0.0,Treated Model
county_CRAWFORD,0.0,Treated Model
county_COSHOCTON,0.0,Treated Model
county_COLFAX,0.0,Treated Model
county_COCONINO,0.0,Treated Model
county_CLINTON,0.0,Treated Model
county_CLERMONT,0.0,Treated Model
county_CLAY,0.0,Treated Model
county_CHILTON,0.0,Treated Model
county_CLARK,0.0,Treated Model
county_CLARION,0.0,Treated Model
county_CLARENDON,0.0,Treated Model
county_CLAIBORNE,0.0,Treated Model
county_CITRUS,0.0,Treated Model
county_BOYD,0.0,Treated Model
county_GRAINGER,0.0,Treated Model
county_GRAYSON,0.0,Treated Model
county_GREENBRIER,0.0,Treated Model
county_MADISON,0.0,Treated Model
county_MCDONOUGH,0.0,Treated Model
county_MATANUSKA_SUSITNA,0.0,Treated Model
county_MASON,0.0,Treated Model
county_MARTIN,0.0,Treated Model
county_MANATEE,0.0,Treated Model
county_MAGOFFIN,0.0,Treated Model
county_MACOUPIN,0.0,Treated Model
county_MCMINN,0.0,Treated Model
county_MACOMB,0.0,Treated Model
county_LYON,0.0,Treated Model
county_LYNCHBURG_CITY,0.0,Treated Model
county_LINCOLN,0.0,Treated Model
county_LICKING,0.0,Treated Model
county_BLAIR,0.0,Treated Model
county_MCDOWELL,0.0,Treated Model
county_MEIGS,0.0,Treated Model
county_GUERNSEY,0.0,Treated Model
county_MUSKINGUM,0.0,Treated Model
county_NOWATA,0.0,Treated Model
county_NORTON_CITY,0.0,Treated Model
county_NOBLE,0.0,Treated Model
county_NEW_LONDON,0.0,Treated Model
county_NAVAJO,0.0,Treated Model
county_NASSAU,0.0,Treated Model
county_BRAXTON,0.0,Treated Model
county_MENIFEE,0.0,Treated Model
county_MORTON,0.0,Treated Model
county_MORGAN,0.0,Treated Model
county_MONTGOMERY,0.0,Treated Model
county_MONROE,0.0,Treated Model
county_MOFFAT,0.0,Treated Model
county_MESA,0.0,Treated Model
county_LEWIS,0.0,Treated Model
county_LETCHER,0.0,Treated Model
county_LEHIGH,0.0,Treated Model
county_HARRISONBURG_CITY,0.0,Treated Model
county_HIGHLANDS,0.0,Treated Model
county_HERNANDO,0.0,Treated Model
county_HENRY,0.0,Treated Model
county_HENDERSON,0.0,Treated Model
county_HAWKINS,0.0,Treated Model
county_HART,0.0,Treated Model
county_HARRIS,0.0,Treated Model
county_LEE,0.0,Treated Model
county_HARLAN,0.0,Treated Model
county_HARDIN,0.0,Treated Model
county_HARDEE,0.0,Treated Model
county_HAMILTON,0.0,Treated Model
county_HALIFAX,0.0,Treated Model
county_GUILFORD,0.0,Treated Model
county_HILLSBOROUGH,0.0,Treated Model
county_HOCKING,0.0,Treated Model
county_HOPKINS,0.0,Treated Model
county_HORRY,0.0,Treated Model
county_HUERFANO,0.0,Treated Model
county_INDIANA,0.0,Treated Model
county_IREDELL,0.0,Treated Model
county_JASPER,0.0,Treated Model
county_BLOUNT,0.0,Treated Model
county_JESSAMINE,0.0,Treated Model
county_JOHNSTON,0.0,Treated Model
county_BLAND,0.0,Treated Model
county_LA_PORTE,0.0,Treated Model
county_LAKE,0.0,Treated Model
county_LAS_ANIMAS,0.0,Treated Model
county_LAUREL,0.0,Treated Model
county_LAWRENCE,0.0,Treated Model
county_LEXINGTON,0.0,Treated Model
ed_visits_last_6m,0.56682503,Control Model
total_cost_last_6m,0.32931793,Control Model
percolator_score,0.32002246,Control Model
age,0.25162753,Control Model
cad_flag,0.22136907,Control Model
rx_count_last_6m,0.20446888,Control Model
current_risk_score,0.19984764,Control Model
op_visits_last_6m,0.15289973,Control Model
htn_flag,0.11083104,Control Model
chf_flag,0.10650456,Control Model
polypharmacy_flag,0.10400724,Control Model
admits_last_6m,0.10025952,Control Model
ed_visits_last_30d,0.097148195,Control Model
risk_tier_Low,0.07554315,Control Model
financial_strain_flag,0.07514651,Control Model
transportation_barrier_flag,0.056635287,Control Model
risk_tier_High,0.052541055,Control Model
diabetes_flag,0.037479933,Control Model
county_JEFFERSON,0.033033386,Control Model
opioid_flag,0.032864127,Control Model
copd_flag,0.027936652,Control Model
risk_tier_Medium,0.02720587,Control Model
housing_instability_flag,0.026456283,Control Model
food_insecurity_flag,0.02501702,Control Model
gender_F,0.024978712,Control Model
state_PA,0.024373136,Control Model
client_contract_The_Funds_93_PRE,0.023973228,Control Model
observation_stays_last_6m,0.023589898,Control Model
county_MARION,0.023569409,Control Model
hyperlipidemia_flag,0.023482708,Control Model
state_WV,0.023243815,Control Model
healthliteracy_challenges_flag,0.022999201,Control Model
client_contract_The_Funds_92,0.021202425,Control Model
ckd_flag,0.020801771,Control Model
substance_use_flag,0.01878449,Control Model
county_UNION,0.018455202,Control Model
death_within_90d_flag,0.01788855,Control Model
bh_flag,0.017854037,Control Model
state_OH,0.016477888,Control Model
anxiety_flag,0.015902542,Control Model
state_IL,0.015666759,Control Model
risk_tier_Very_High,0.015309534,Control Model
asthma_flag,0.014599336,Control Model
county_RANDOLPH,0.013552769,Control Model
county_RALEIGH,0.013547398,Control Model
county_FRANKLIN,0.013474002,Control Model
state_KY,0.013461919,Control Model
county_CAMBRIA,0.013227964,Control Model
state_VA,0.012533435,Control Model
county_SALINE,0.011703787,Control Model
county_WILLIAMSON,0.010466858,Control Model
state_IN,0.010372608,Control Model
county_VANDERBURGH,0.009661394,Control Model
client_contract_The_Funds_CM,0.008868822,Control Model
county_INDIANA,0.008113099,Control Model
county_CHRISTIAN,0.008088164,Control Model
county_MINGO,0.0075420104,Control Model
county_WISE,0.0071580135,Control Model
county_MERCER,0.0070460243,Control Model
county_FAYETTE,0.006950389,Control Model
depression_flag,0.0062604677,Control Model
county_CARBON,0.0059230896,Control Model
county_WARRICK,0.0056321984,Control Model
state_FL,0.005418913,Control Model
state_TN,0.0051914887,Control Model
state_AL,0.005037322,Control Model
county_BOONE,0.00500774,Control Model
county_GUERNSEY,0.0045355163,Control Model
county_GALLIA,0.0040618796,Control Model
county_WYOMING,0.004055826,Control Model
dual_elg,0.0037058967,Control Model
state_SC,0.003617747,Control Model
county_LOGAN,0.0034809809,Control Model
county_NICHOLAS,0.0034492074,Control Model
county_JACKSON,0.003437346,Control Model
county_MARSHALL,0.003102808,Control Model
county_WASHINGTON,0.0026072783,Control Model
county_BELMONT,0.0022636848,Control Model
county_EMERY,0.0020838073,Control Model
county_HARRISON,0.0020802764,Control Model
county_GIBSON,0.0019237214,Control Model
county_WEBSTER,0.0016886698,Control Model
county_DICKENSON,0.0015237174,Control Model
county_MONONGALIA,0.0014758434,Control Model
gender_M,0.0014127494,Control Model
county_GREENE,0.0010945299,Control Model
county_PIKE,0.001028344,Control Model
county_PERRY,0.0010225401,Control Model
county_CLAY,0.0010047584,Control Model
client_contract_The_Funds_PR,0.00096093904,Control Model
county_HOPKINS,0.0009068143,Control Model
county_MUHLENBERG,0.0008395107,Control Model
state_UT,0.00075589324,Control Model
county_TUSCALOOSA,0.0006319865,Control Model
county_WETZEL,0.0005582608,Control Model
county_KANAWHA,0.000516591,Control Model
county_MUSKINGUM,0.00046197756,Control Model
county_TAZEWELL,0.0003766912,Control Model
county_MONROE,0.00026920537,Control Model
county_MCDOWELL,0.0002472335,Control Model
county_MEIGS,0.00022341608,Control Model
risk_tier_Missing,0.0001810797,Control Model
county_ROGERS,0.0,Control Model
county_ROANE,0.0,Control Model
county_SANTA_FE,0.0,Control Model
county_SANPETE,0.0,Control Model
county_ROANOKE_CITY,0.0,Control Model
county_RUTLAND,0.0,Control Model
county_ROSEBUD,0.0,Control Model
county_SANGAMON,0.0,Control Model
county_SAINT_CHARLES,0.0,Control Model
county_SANDERS,0.0,Control Model
county_SAN_JUAN,0.0,Control Model
county_SAINT_LUCIE,0.0,Control Model
county_SAINT_JOHNS,0.0,Control Model
county_SAINT_CLAIR,0.0,Control Model
county_RUSSELL,0.0,Control Model
county_ROWAN,0.0,Control Model
county_ARMSTRONG,0.0,Control Model
county_RITCHIE,0.0,Control Model
county_RIO_BLANCO,0.0,Control Model
county_NORTON_CITY,0.0,Control Model
county_NOWATA,0.0,Control Model
county_OCONEE,0.0,Control Model
county_OHIO,0.0,Control Model
county_ONSLOW,0.0,Control Model
county_ORANGE,0.0,Control Model
county_OWEN,0.0,Control Model
county_PARK,0.0,Control Model
county_PARKE,0.0,Control Model
county_PASCO,0.0,Control Model
county_PENDLETON,0.0,Control Model
county_PENNINGTON,0.0,Control Model
county_PEORIA,0.0,Control Model
county_PERQUIMANS,0.0,Control Model
county_PICKAWAY,0.0,Control Model
county_PICKENS,0.0,Control Model
county_PINAL,0.0,Control Model
county_PINELLAS,0.0,Control Model
county_POCAHONTAS,0.0,Control Model
county_SARASOTA,0.0,Control Model
county_POPE,0.0,Control Model
county_PORTAGE,0.0,Control Model
county_POWELL,0.0,Control Model
county_POWHATAN,0.0,Control Model
county_PRESTON,0.0,Control Model
county_PRINCE_GEORGES,0.0,Control Model
county_PULASKI,0.0,Control Model
county_PUTNAM,0.0,Control Model
county_RICHLAND,0.0,Control Model
county_POLK,0.0,Control Model
county_TALLADEGA,0.0,Control Model
county_SCOTT,0.0,Control Model
state_AK,0.0,Control Model
state_KS,0.0,Control Model
state_GA,0.0,Control Model
state_DE,0.0,Control Model
state_CT,0.0,Control Model
state_CO,0.0,Control Model
state_AZ,0.0,Control Model
county_YORK,0.0,Control Model
county_WHITLEY,0.0,Control Model
county_YELLOWSTONE,0.0,Control Model
county_YAVAPAI,0.0,Control Model
county_WYTHE,0.0,Control Model
county_WRIGHT,0.0,Control Model
county_WOOD,0.0,Control Model
county_WIRT,0.0,Control Model
state_MD,0.0,Control Model
state_ME,0.0,Control Model
state_MI,0.0,Control Model
state_MO,0.0,Control Model
state_MS,0.0,Control Model
state_MT,0.0,Control Model
state_NC,0.0,Control Model
state_ND,0.0,Control Model
state_NM,0.0,Control Model
state_OK,0.0,Control Model
state_SD,0.0,Control Model
state_TX,0.0,Control Model
state_VT,0.0,Control Model
state_WA,0.0,Control Model
client_contract_The_Funds_93_ALT,0.0,Control Model
state_WY,0.0,Control Model
client_contract_The_Funds_93,0.0,Control Model
county_WICOMICO,0.0,Control Model
county_WHITE,0.0,Control Model
county_SEVIER,0.0,Control Model
county_STOKES,0.0,Control Model
county_TAYLOR,0.0,Control Model
county_SUSSEX,0.0,Control Model
county_SURRY,0.0,Control Model
county_SUMTER,0.0,Control Model
county_SUMMERS,0.0,Control Model
county_SULLIVAN,0.0,Control Model
county_STANLY,0.0,Control Model
county_WESTMORELAND,0.0,Control Model
county_SPENCER,0.0,Control Model
county_SPARTANBURG,0.0,Control Model
county_SOMERSET,0.0,Control Model
county_SMYTH,0.0,Control Model
county_SHERIDAN,0.0,Control Model
county_SHELBY,0.0,Control Model
county_THURSTON,0.0,Control Model
county_TIPPAH,0.0,Control Model
county_TRIMBLE,0.0,Control Model
county_TUCKER,0.0,Control Model
county_TUSCARAWAS,0.0,Control Model
county_TYLER,0.0,Control Model
county_ALEXANDER,0.0,Control Model
county_UPSHUR,0.0,Control Model
county_VERMILLION,0.0,Control Model
county_VIGO,0.0,Control Model
county_VINTON,0.0,Control Model
county_VOLUSIA,0.0,Control Model
county_WABASH,0.0,Control Model
county_WAGONER,0.0,Control Model
county_WALKER,0.0,Control Model
county_WARREN,0.0,Control Model
county_WAYNE,0.0,Control Model
county_NOBLE,0.0,Control Model
county_MENIFEE,0.0,Control Model
county_NEW_LONDON,0.0,Control Model
county_DAVIDSON,0.0,Control Model
county_CUMBERLAND,0.0,Control Model
county_CULLMAN,0.0,Control Model
county_CRITTENDEN,0.0,Control Model
county_CRENSHAW,0.0,Control Model
county_CRAWFORD,0.0,Control Model
county_COSHOCTON,0.0,Control Model
county_COLFAX,0.0,Control Model
county_COCONINO,0.0,Control Model
county_CLINTON,0.0,Control Model
county_CLERMONT,0.0,Control Model
county_CLEARFIELD,0.0,Control Model
county_CLARK,0.0,Control Model
county_CLARION,0.0,Control Model
county_CLARENDON,0.0,Control Model
county_CLAIBORNE,0.0,Control Model
county_DALLAS,0.0,Control Model
county_DAVIE,0.0,Control Model
county_NAVAJO,0.0,Control Model
county_DAVIESS,0.0,Control Model
county_FLAGLER,0.0,Control Model
county_FAIRFAX,0.0,Control Model
county_ERIE,0.0,Control Model
county_ELMORE,0.0,Control Model
county_EFFINGHAM,0.0,Control Model
county_EDGAR,0.0,Control Model
county_DYER,0.0,Control Model
county_DUVAL,0.0,Control Model
county_DUBOIS,0.0,Control Model
county_DOUGLAS,0.0,Control Model
county_DIXIE,0.0,Control Model
county_DENTON,0.0,Control Model
county_DELAWARE,0.0,Control Model
county_DECATUR,0.0,Control Model
county_DAVIS,0.0,Control Model
county_CITRUS,0.0,Control Model
county_CHILTON,0.0,Control Model
county_CHESTERFIELD,0.0,Control Model
county_CHAMPAIGN,0.0,Control Model
county_BOWMAN,0.0,Control Model
county_BLOUNT,0.0,Control Model
county_BLAND,0.0,Control Model
county_BLAIR,0.0,Control Model
county_BIBB,0.0,Control Model
county_BELL,0.0,Control Model
county_BEDFORD,0.0,Control Model
county_BEAVER,0.0,Control Model
county_BEAUFORT,0.0,Control Model
county_BARREN,0.0,Control Model
county_BARBOUR,0.0,Control Model
county_BANDERA,0.0,Control Model
county_BALDWIN,0.0,Control Model
county_AUGUSTA,0.0,Control Model
county_ATHENS,0.0,Control Model
county_BOYD,0.0,Control Model
county_BRADLEY,0.0,Control Model
county_BRAXTON,0.0,Control Model
county_CALDWELL,0.0,Control Model
county_CENTRE,0.0,Control Model
county_CATAWBA,0.0,Control Model
county_CASS,0.0,Control Model
county_CAMPBELL,0.0,Control Model
county_CAMDEN,0.0,Control Model
county_CALHOUN,0.0,Control Model
county_CABELL,0.0,Control Model
county_BREVARD,0.0,Control Model
county_BUTLER,0.0,Control Model
county_BURKE,0.0,Control Model
county_BUCHANAN,0.0,Control Model
county_BRUNSWICK,0.0,Control Model
county_BROOKE,0.0,Control Model
county_BRISTOL_CITY,0.0,Control Model
county_FLATHEAD,0.0,Control Model
county_FLORENCE,0.0,Control Model
county_FLOYD,0.0,Control Model
county_JOHNSTON,0.0,Control Model
county_MACOMB,0.0,Control Model
county_LYON,0.0,Control Model
county_LYNCHBURG_CITY,0.0,Control Model
county_LINCOLN,0.0,Control Model
county_LICKING,0.0,Control Model
county_LEWIS,0.0,Control Model
county_LETCHER,0.0,Control Model
county_LEHIGH,0.0,Control Model
county_LEE,0.0,Control Model
county_LAWRENCE,0.0,Control Model
county_LAUREL,0.0,Control Model
county_LAS_ANIMAS,0.0,Control Model
county_LAKE,0.0,Control Model
county_LA_PORTE,0.0,Control Model
county_KNOX,0.0,Control Model
county_MACOUPIN,0.0,Control Model
county_MADISON,0.0,Control Model
county_MAGOFFIN,0.0,Control Model
county_AROOSTOOK,0.0,Control Model
county_NASSAU,0.0,Control Model
county_MORTON,0.0,Control Model
county_MORGAN,0.0,Control Model
county_MONTGOMERY,0.0,Control Model
county_MOFFAT,0.0,Control Model
county_MESA,0.0,Control Model
county_MCMINN,0.0,Control Model
county_MANATEE,0.0,Control Model
county_MCLEAN,0.0,Control Model
county_MCDONOUGH,0.0,Control Model
county_MATANUSKA_SUSITNA,0.0,Control Model
county_MASON,0.0,Control Model
county_MARTIN,0.0,Control Model
county_ALLEGHENY,0.0,Control Model
county_KNOTT,0.0,Control Model
county_JOHNSON,0.0,Control Model
county_FOREST,0.0,Control Model
county_JESSAMINE,0.0,Control Model
county_HAMILTON,0.0,Control Model
county_HAMBLEN,0.0,Control Model
county_HALIFAX,0.0,Control Model
county_GUILFORD,0.0,Control Model
county_GREENBRIER,0.0,Control Model
county_GRAYSON,0.0,Control Model
county_GRAINGER,0.0,Control Model
county_GILES,0.0,Control Model
county_GILA,0.0,Control Model
county_GASTON,0.0,Control Model
county_GARRETT,0.0,Control Model
county_GALLATIN,0.0,Control Model
county_FULTON,0.0,Control Model
county_FORT_BEND,0.0,Control Model
county_FORSYTH,0.0,Control Model
county_HARDEE,0.0,Control Model
county_HARDIN,0.0,Control Model
county_HARLAN,0.0,Control Model
county_HILLSBOROUGH,0.0,Control Model
county_APACHE,0.0,Control Model
county_JASPER,0.0,Control Model
county_IREDELL,0.0,Control Model
county_HUERFANO,0.0,Control Model
county_HORRY,0.0,Control Model
county_HOCKING,0.0,Control Model
county_HIGHLANDS,0.0,Control Model
county_HARRIS,0.0,Control Model
county_HERNANDO,0.0,Control Model
county_HENRY,0.0,Control Model
county_HENDERSON,0.0,Control Model
county_HAWKINS,0.0,Control Model
county_HART,0.0,Control Model
county_HARRISONBURG_CITY,0.0,Control Model
county_LEXINGTON,0.0,Control Model
