feature,mean_abs_model_contribution,coefficient,model,importance_type
case_manager_name_CM_15,0.0,0.0,Control Model,standardized_logit_contribution
language_Other,0.0,0.0,Control Model,standardized_logit_contribution
gender_Female,0.0,0.0,Control Model,standardized_logit_contribution
gender_Male,0.0,0.0,Control Model,standardized_logit_contribution
program_Complex_CM,0.0,0.0,Control Model,standardized_logit_contribution
county_County_A,0.0,0.0,Control Model,standardized_logit_contribution
county_County_B,0.0,0.0,Control Model,standardized_logit_contribution
county_County_C,0.0,0.0,Control Model,standardized_logit_contribution
county_County_D,0.0,0.0,Control Model,standardized_logit_contribution
county_County_E,0.0,0.0,Control Model,standardized_logit_contribution
county_County_F,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Commercial,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Dual,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Medicaid,0.0,0.0,Control Model,standardized_logit_contribution
plan_type_Medicare,0.0,0.0,Control Model,standardized_logit_contribution
language_English,0.0,0.0,Control Model,standardized_logit_contribution
case_manager_name_CM_01,0.0,0.0,Control Model,standardized_logit_contribution
age,0.0,0.0,Control Model,standardized_logit_contribution
program_CM,0.0,0.0,Control Model,standardized_logit_contribution
ckd_flag,0.0,0.0,Control Model,standardized_logit_contribution
pcp_visits_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
utilities_insecurity_flag,0.0,0.0,Control Model,standardized_logit_contribution
transportation_barrier_flag,0.0,0.0,Control Model,standardized_logit_contribution
housing_instability_flag,0.0,0.0,Control Model,standardized_logit_contribution
food_insecurity_flag,0.0,0.0,Control Model,standardized_logit_contribution
behavioral_health_risk_flag,0.0,0.0,Control Model,standardized_logit_contribution
substance_use_flag,0.0,0.0,Control Model,standardized_logit_contribution
ed_visits_last_30d,0.0,0.0,Control Model,standardized_logit_contribution
anxiety_flag,0.0,0.0,Control Model,standardized_logit_contribution
depression_flag,0.0,0.0,Control Model,standardized_logit_contribution
asthma_flag,0.0,0.0,Control Model,standardized_logit_contribution
copd_flag,0.0,0.0,Control Model,standardized_logit_contribution
diabetes_flag,0.0,0.0,Control Model,standardized_logit_contribution
living_alone_flag,0.0,0.0,Control Model,standardized_logit_contribution
specialist_visits_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
observation_stays_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
program_BH_CM,0.0,0.0,Control Model,standardized_logit_contribution
client_contract_Contract_B,0.0,0.0,Control Model,standardized_logit_contribution
service_region_West,0.0,0.0,Control Model,standardized_logit_contribution
dual_eligible,0.0,0.0,Control Model,standardized_logit_contribution
service_region_North,0.0,0.0,Control Model,standardized_logit_contribution
service_region_East,0.0,0.0,Control Model,standardized_logit_contribution
service_region_Central,0.0,0.0,Control Model,standardized_logit_contribution
client_contract_Contract_C,0.0,0.0,Control Model,standardized_logit_contribution
client_contract_Contract_A,0.0,0.0,Control Model,standardized_logit_contribution
total_cost_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
percolator_sdoh_score,0.0,0.0,Control Model,standardized_logit_contribution
polypharmacy_flag,0.0,0.0,Control Model,standardized_logit_contribution
opioid_flag,0.0,0.0,Control Model,standardized_logit_contribution
high_cost_drug_flag,0.0,0.0,Control Model,standardized_logit_contribution
med_adherence_pdc,0.0,0.0,Control Model,standardized_logit_contribution
rx_count_last_6m,0.0,0.0,Control Model,standardized_logit_contribution
service_region_South,0.0,0.0,Control Model,standardized_logit_contribution
