feature,mean_abs_benefit_contribution,mean_signed_benefit_contribution,pct_positive_benefit_contribution,control_coefficient,treated_coefficient,coefficient_difference,importance_type
case_manager_name_CM_07,0.00022428382666526755,6.48381319616062e-05,0.07,0.0,-0.00042075225016509484,0.00042075225016509484,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_06,0.00022043110406553274,2.802624037404635e-05,0.06,0.0,-0.0004603248231140986,0.0004603248231140986,glmnet_standardized_logit_contribution_difference
living_alone_flag,0.00021365278013076296,-3.1222403217272925e-05,0.72,0.0,0.00023536707230172743,-0.00023536707230172743,glmnet_standardized_logit_contribution_difference
percolator_sdoh_score,0.00018820425929779428,2.643174097455292e-05,0.5833333333333334,0.0,0.000245989587670788,-0.000245989587670788,glmnet_standardized_logit_contribution_difference
county_County_C,0.00017025089236404704,-2.376636688839638e-05,0.8166666666666667,0.0,0.00021784265883345656,-0.00021784265883345656,glmnet_standardized_logit_contribution_difference
dual_eligible,0.00016985458014498854,-8.77456093119854e-06,0.29333333333333333,0.0,-0.00018628547085674084,0.00018628547085674084,glmnet_standardized_logit_contribution_difference
language_English,0.00016692459335209667,1.044196901071948e-05,0.24333333333333335,0.0,0.000194126951813769,-0.000194126951813769,glmnet_standardized_logit_contribution_difference
service_region_East,0.00014446515089972417,-6.1112601994213764e-06,0.20333333333333334,0.0,-0.00017930877777005952,0.00017930877777005952,glmnet_standardized_logit_contribution_difference
plan_type_Dual,0.00014267969396002518,-1.2033227201447895e-05,0.19,0.0,-0.0001812019312327104,0.0001812019312327104,glmnet_standardized_logit_contribution_difference
polypharmacy_flag,0.00013912495325714522,-2.1079026546669586e-05,0.09666666666666666,0.0,-0.00023268573963971197,0.00023268573963971197,glmnet_standardized_logit_contribution_difference
plan_type_Commercial,0.00013552103652001403,-3.331031084557354e-05,0.8966666666666666,0.0,0.00021577893794159193,-0.00021577893794159193,glmnet_standardized_logit_contribution_difference
service_region_South,0.00012836227601606808,-9.45918367406659e-06,0.19,0.0,-0.0001631569927076516,0.0001631569927076516,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_14,0.00010671407057101489,-1.2554596537766523e-06,0.9333333333333333,0.0,0.0002138892091694314,-0.0002138892091694314,glmnet_standardized_logit_contribution_difference
county_County_A,9.071746692555802e-05,2.092713444273214e-06,0.8466666666666667,0.0,0.00012585509833796713,-0.00012585509833796713,glmnet_standardized_logit_contribution_difference
depression_flag,8.80218283023343e-05,-2.17529672768347e-06,0.2833333333333333,0.0,-9.76383182307758e-05,9.76383182307758e-05,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_01,8.790358556203907e-05,3.921349541801014e-06,0.9366666666666666,0.0,0.00018027492785254923,-0.00018027492785254923,glmnet_standardized_logit_contribution_difference
transportation_barrier_flag,8.661380976778103e-05,-7.2334743515391976e-06,0.26,0.0,-9.838633655390186e-05,9.838633655390186e-05,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_10,7.364163801520394e-05,3.2973867768001737e-06,0.9333333333333333,0.0,0.0001474636196206824,-0.0001474636196206824,glmnet_standardized_logit_contribution_difference
rx_count_last_6m,6.806358933826625e-05,-5.160965603309664e-06,0.41333333333333333,0.0,-8.908756801137422e-05,8.908756801137422e-05,glmnet_standardized_logit_contribution_difference
client_contract_Contract_C,6.32174650668853e-05,4.670419582777801e-06,0.22,0.0,-7.609567831846037e-05,7.609567831846037e-05,glmnet_standardized_logit_contribution_difference
pcp_visits_last_6m,5.402618892058315e-05,9.394501944018217e-06,0.4666666666666667,0.0,-6.10549018181533e-05,6.10549018181533e-05,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_13,5.330459370804858e-05,9.998591651330498e-06,0.9466666666666667,0.0,0.00011650885272444359,-0.00011650885272444359,glmnet_standardized_logit_contribution_difference
case_manager_name_CM_03,3.958755211707049e-05,5.9954421914494286e-06,0.94,0.0,8.23854501209146e-05,-8.23854501209146e-05,glmnet_standardized_logit_contribution_difference
service_region_North,2.9881948998017177e-05,4.293408176185696e-06,0.23666666666666666,0.0,-3.478753330736094e-05,3.478753330736094e-05,glmnet_standardized_logit_contribution_difference
utilities_insecurity_flag,2.9153269050710927e-05,-6.091727861342567e-07,0.82,0.0,3.7933180198776376e-05,-3.7933180198776376e-05,glmnet_standardized_logit_contribution_difference
county_County_F,1.5721158319651975e-05,1.3764942883861656e-06,0.8466666666666667,0.0,2.173246154424301e-05,-2.173246154424301e-05,glmnet_standardized_logit_contribution_difference
housing_instability_flag,1.036360891235257e-06,1.5847017902808106e-08,0.8233333333333334,0.0,1.3585170242247305e-06,-1.3585170242247305e-06,glmnet_standardized_logit_contribution_difference
