feature,mean_abs_benefit_shap,mean_signed_benefit_shap,mean_positive_benefit_shap,mean_negative_benefit_shap,pct_positive_benefit_shap,pct_negative_benefit_shap,importance_type
specialist_visits_last_6m,0.0013117571417971179,-0.000396866390501521,0.00045744537564779885,-0.0008543117661493199,0.3566666666666667,0.6433333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
utilities_insecurity_flag,0.0012157893769420684,6.83521833189411e-05,0.0006420707801305051,-0.000573718596811564,0.82,0.18,glmnet_xlearner_final_benefit_score_permutation_shap
opioid_flag,0.0011775605878341533,-0.0002461759683567615,0.0004656923097386953,-0.000711868278095457,0.8366666666666667,0.16333333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
dual_eligible,0.0011655268097249748,8.01342817398421e-05,0.0006228305457324086,-0.0005426962639925665,0.7066666666666667,0.29333333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
current_risk_score,0.001126243227772806,-0.0001245696259723662,0.0005008368009002199,-0.0006254064268725862,0.3933333333333333,0.6066666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
transportation_barrier_flag,0.0011134886734868563,-8.888356116135933e-05,0.0005123025561627483,-0.000601186117324108,0.7333333333333333,0.26666666666666666,glmnet_xlearner_final_benefit_score_permutation_shap
copd_flag,0.0011122397332823377,0.00021492273969294507,0.0006635812364876415,-0.0004486584967946967,0.18666666666666668,0.8133333333333334,glmnet_xlearner_final_benefit_score_permutation_shap
language_Spanish,0.0010415376450112633,-0.00012609354481522516,0.0004577220500980192,-0.0005838155949132447,0.19666666666666666,0.8033333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
high_cost_drug_flag,0.0010250616040723968,6.189155400009667e-05,0.0005434765790362468,-0.0004815850250361502,0.84,0.16,glmnet_xlearner_final_benefit_score_permutation_shap
plan_type_Medicaid,0.0010128711866907547,-0.00016890509082434586,0.0004219830479332042,-0.0005908881387575503,0.48,0.52,glmnet_xlearner_final_benefit_score_permutation_shap
behavioral_health_risk_flag,0.0009697467892948884,-3.550244431464642e-05,0.00046712217249012086,-0.0005026246168047669,0.38666666666666666,0.6133333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
rx_count_last_6m,0.0009654687662106243,-3.144589922684513e-05,0.00046701143349188966,-0.0004984573327187348,0.41333333333333333,0.5866666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
service_region_Central,0.0009281465675439739,-0.00024392118676920343,0.0003421126903873849,-0.0005860338771565879,0.7833333333333333,0.21666666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
county_County_A,0.0009062843665595895,-3.7892904406541034e-05,0.0004341957310765244,-0.0004720886354830654,0.15333333333333332,0.8466666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
depression_flag,0.0008885753323605025,3.444420147458358e-06,0.0004460098762539805,-0.0004425654561065223,0.2833333333333333,0.7166666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
service_region_West,0.0008851175677206459,0.00024326318615629385,0.0005641903769384696,-0.0003209271907821758,0.8466666666666667,0.15333333333333332,glmnet_xlearner_final_benefit_score_permutation_shap
ed_visits_last_30d,0.0008546002003526056,5.241769604762088e-05,0.0004535089482001134,-0.0004010912521524925,0.2,0.8,glmnet_xlearner_final_benefit_score_permutation_shap
language_English,0.0008221363681725157,-7.850874741519613e-05,0.0003718138103786597,-0.00045032255779385626,0.24333333333333335,0.7566666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
percolator_sdoh_score,0.0007900988510693173,6.710066490473102e-05,0.0004285997579870237,-0.0003614990930822928,0.5833333333333334,0.4166666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
county_County_B,0.0007772635391867369,4.0204166752820384e-05,0.00040873385296977846,-0.00036852968621695835,0.16,0.84,glmnet_xlearner_final_benefit_score_permutation_shap
client_contract_Contract_A,0.0007733916324839525,0.00010705227444363511,0.000440221953463794,-0.00033316967902015854,0.47,0.53,glmnet_xlearner_final_benefit_score_permutation_shap
housing_instability_flag,0.000756470041113773,-6.003864418318785e-05,0.0003482156984652923,-0.0004082543426484801,0.8233333333333334,0.17666666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_Medium,0.0007279595981359865,0.00017845594370828892,0.0004532077709221378,-0.00027475182721384885,0.31,0.69,glmnet_xlearner_final_benefit_score_permutation_shap
service_region_South,0.0007266980927913115,-5.5095282113764194e-05,0.00033580140533877355,-0.000390896687452538,0.19,0.81,glmnet_xlearner_final_benefit_score_permutation_shap
med_adherence_pdc,0.0007041119614022961,2.922684767662484e-05,0.00036666940453946044,-0.00033744255686283565,0.58,0.42,glmnet_xlearner_final_benefit_score_permutation_shap
service_region_East,0.0006902335587816433,-1.4848453752847168e-05,0.0003376925525143984,-0.0003525410062672456,0.20333333333333334,0.7966666666666666,glmnet_xlearner_final_benefit_score_permutation_shap
ckd_flag,0.0006887230573207502,-0.00013221415415540808,0.00027825445158267075,-0.0004104686057380791,0.13333333333333333,0.8666666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_High,0.0006639792088259917,0.00011888962962807638,0.00039143441922703435,-0.0002725447895989579,0.14,0.86,glmnet_xlearner_final_benefit_score_permutation_shap
age,0.0006261263809031746,1.8792278104771456e-05,0.00032245932950397314,-0.0003036670513992018,0.51,0.49,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_11,0.0006249820103592692,-6.894385773192862e-05,0.00027801907631367,-0.00034696293404559855,0.05,0.95,glmnet_xlearner_final_benefit_score_permutation_shap
diabetes_flag,0.0005819356137877482,4.3221101382493694e-05,0.000312578357585121,-0.0002693572562026272,0.34,0.66,glmnet_xlearner_final_benefit_score_permutation_shap
plan_type_Commercial,0.0005661949957199398,0.0001025877748334692,0.00033439138527670444,-0.00023180361044323537,0.10333333333333333,0.8966666666666666,glmnet_xlearner_final_benefit_score_permutation_shap
polypharmacy_flag,0.0005651512070340006,2.543476051677782e-05,0.0002952929837753892,-0.0002698582232586113,0.25666666666666665,0.7433333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_05,0.0005407803770427229,4.681961917541909e-05,0.0002937999981090711,-0.00024698037893365203,0.9466666666666667,0.05333333333333334,glmnet_xlearner_final_benefit_score_permutation_shap
client_contract_Contract_B,0.0005401956312952051,0.000105113761529078,0.0003226546964121417,-0.00021754093488306355,0.69,0.31,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_07,0.0005367124848939914,9.956767402117715e-05,0.0003181400794575844,-0.0002185724054364072,0.07,0.93,glmnet_xlearner_final_benefit_score_permutation_shap
county_County_F,0.0005144628460855276,-1.5684069931150247e-06,0.0002564472195462062,-0.00025801562653932124,0.8466666666666667,0.15333333333333332,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_01,0.0005114558084645827,3.844063004352647e-05,0.00027494821925405443,-0.00023650758921052797,0.9366666666666666,0.06333333333333334,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_13,0.00047588394747163264,-2.0719410639707347e-05,0.00022758226841596262,-0.0002483016790556699,0.05333333333333334,0.9466666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_02,0.00044891713013757835,-2.8665682241084608e-05,0.00021012572394824683,-0.00023879140618933157,0.9233333333333333,0.07666666666666666,glmnet_xlearner_final_benefit_score_permutation_shap
service_region_North,0.0004457332288422322,4.660673142385703e-05,0.0002461699801330446,-0.00019956324870918775,0.23666666666666666,0.7633333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
food_insecurity_flag,0.0004036616838061028,-1.1116137825536628e-05,0.000196272772990283,-0.00020738891081581977,0.4533333333333333,0.5466666666666666,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_Very_High,0.00039015841187749336,-0.00039015841187749336,0.0,-0.00039015841187749336,0.0,1.0,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_08,0.000390128883630692,1.9734002590090077e-05,0.00020493144311039104,-0.000185197440520301,0.93,0.07,glmnet_xlearner_final_benefit_score_permutation_shap
asthma_flag,0.0003807721973683598,3.336593254130096e-05,0.0002070690649548304,-0.0001737031324135295,0.23,0.77,glmnet_xlearner_final_benefit_score_permutation_shap
total_cost_last_6m,0.0003704211539102691,5.216003623945118e-05,0.00021129059507486007,-0.0001591305588354088,0.3566666666666667,0.6433333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_09,0.00033766799019332565,1.5031959203385747e-05,0.0001763499746983556,-0.00016131801549497006,0.91,0.09,glmnet_xlearner_final_benefit_score_permutation_shap
observation_stays_last_6m,0.0003331209277440799,6.27417586776124e-05,0.00019793134321084601,-0.00013518958453323363,0.24666666666666667,0.7533333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_12,0.00032611511221794113,3.9374975277323154e-05,0.00018274504374763206,-0.00014337006847030888,0.8533333333333334,0.14666666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_15,0.00032368445323718614,-3.6409365302846935e-05,0.0001436375439671695,-0.00018004690927001646,0.9166666666666666,0.08333333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
program_BH_CM,0.000286887469856515,-5.789495981679322e-05,0.0001144962550198608,-0.00017239121483665404,0.7366666666666667,0.2633333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_10,0.0002836370053890169,-2.543257919967744e-05,0.00012910221309466976,-0.00015453479229434724,0.06666666666666667,0.9333333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
percolator_utilization_score,0.0002586892101134185,2.5244754265511212e-05,0.00014196698218946492,-0.00011672222792395377,0.30333333333333334,0.6966666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
client_contract_Contract_C,0.00022269737752606724,-2.5588204337238924e-06,0.0001100692785461716,-0.00011262809897989556,0.78,0.22,glmnet_xlearner_final_benefit_score_permutation_shap
living_alone_flag,0.00022182949327445648,4.635644595061845e-05,0.0001340929696125374,-8.773652366191902e-05,0.28,0.72,glmnet_xlearner_final_benefit_score_permutation_shap
gender_Male,0.0002010504836355182,1.8721373417079087e-06,0.00010146131048861307,-9.958917314690512e-05,0.44666666666666666,0.5533333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
gender_Female,0.00020099637211844792,1.8809981436417052e-06,0.00010143868513104475,-9.955768698740305e-05,0.44666666666666666,0.5533333333333333,glmnet_xlearner_final_benefit_score_permutation_shap
county_County_C,0.000200524982451043,1.3418639713122716e-05,0.00010697181108208282,-9.355317136896008e-05,0.18333333333333332,0.8166666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_Low,0.00018919971320820723,4.683885325063001e-05,0.00011801928322941866,-7.118042997878868e-05,0.17666666666666667,0.8233333333333334,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_03,0.00016877795409072388,-1.3702021623353509e-05,7.753796623368508e-05,-9.123998785703861e-05,0.94,0.06,glmnet_xlearner_final_benefit_score_permutation_shap
language_Other,0.00011128224505461967,-1.857510837055257e-05,4.635356834203355e-05,-6.492867671258613e-05,0.9533333333333334,0.04666666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_06,0.00010315343796787436,-2.7616603464020824e-06,5.019588881073619e-05,-5.295754915713828e-05,0.5766666666666667,0.42333333333333334,glmnet_xlearner_final_benefit_score_permutation_shap
case_manager_name_CM_14,0.00010164843975853742,1.4968351493468766e-06,5.157263745394216e-05,-5.0075802304595275e-05,0.9333333333333333,0.06666666666666667,glmnet_xlearner_final_benefit_score_permutation_shap
county_County_D,4.263568127632256e-05,1.7406645633406796e-05,3.0021163454864677e-05,-1.2614517821457883e-05,0.76,0.24,glmnet_xlearner_final_benefit_score_permutation_shap
plan_type_Dual,2.555117429989585e-05,2.601473806116858e-06,1.4076324053006355e-05,-1.1474850246889495e-05,0.3,0.7,glmnet_xlearner_final_benefit_score_permutation_shap
