feature,mean_abs_xlearner_benefit_contribution,mean_signed_xlearner_benefit_contribution,pct_positive_xlearner_benefit_contribution,treated_effect_coefficient,control_effect_coefficient,avg_treated_effect_weight,avg_control_effect_weight,importance_type
substance_use_flag,0.0013367234722796327,-9.577443863986587e-05,0.8366666666666667,0.0002449787746569625,-0.004686684341072293,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
specialist_visits_last_6m,0.0012660731588836477,-0.00013697518582360662,0.3566666666666667,-0.00022841808510748641,0.004298557718022121,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
opioid_flag,0.001227001009117393,-0.00025125504999909913,0.8366666666666667,0.00037851029540058743,-0.004487374450494082,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
transportation_barrier_flag,0.001196751546666917,-0.00019448284708471343,0.74,0.0001674541764876356,-0.0034349830563373145,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
copd_flag,0.0011916564197605136,0.00012148261768502596,0.18666666666666668,-0.00016336684051005516,0.0039290157833958995,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_04,0.001171209040968861,8.882242183953838e-05,0.08,0.00048246330456877345,0.0043449950977603015,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
current_risk_score,0.0011205357371947974,0.00036456753525473663,0.47,-0.0009462741565595873,0.004564166925696129,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
utilities_insecurity_flag,0.0011197214306447303,-7.4752709719024e-05,0.82,0.00010099687946593354,-0.003747078969307186,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
dual_eligible,0.0011140781952588808,-7.39178133122813e-05,0.7066666666666667,7.479435208440318e-05,-0.0031071179571986545,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
plan_type_Medicaid,0.001002124029409313,2.673438629207488e-06,0.48,0.00031499795234614885,0.0020232018915012657,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
language_Spanish,0.0010006893205998534,-2.9159157555065975e-05,0.19666666666666666,0.0005722093266170786,0.002357505544856452,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
service_region_Central,0.0009838283002145038,-0.00014326522451560108,0.7833333333333333,-0.0008171374170777245,-0.0017193517102037522,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
rx_count_last_6m,0.0009706159385321665,0.00013416017513659796,0.41333333333333333,0.00032176855575828466,0.0024348711421490372,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
behavioral_health_risk_flag,0.0009626931813130624,-2.1703457946933886e-05,0.39666666666666667,-0.0008767470366888659,0.0037332091352750064,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
high_cost_drug_flag,0.0009420751089617089,-0.0001278682595273021,0.84,0.0002610875071047783,-0.0033961225351362705,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_County_A,0.0009335684945621456,-0.00012594467711598133,0.15333333333333332,-8.539446545545936e-05,0.0034285748755545375,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
depression_flag,0.0008891816788880306,8.253789824666778e-06,0.2833333333333333,0.0001408428595452219,0.0022189606463966917,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
ed_visits_last_30d,0.0008483438961172746,0.0001200354487914325,0.2,-0.0002933262232881857,0.0029035787885840917,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
service_region_West,0.0008286330736818098,0.0001939049455457865,0.8466666666666667,0.00043995019644206405,-0.0034967661304433784,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
language_English,0.000825724468139826,-7.552958023971931e-05,0.24333333333333335,-0.00011275798931175435,-0.0022990183603708893,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_Medium,0.0008093575139591021,0.00010322741174267619,0.31333333333333335,0.0005406685145381651,-0.0029393540570146295,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_County_B,0.0008051468706778476,5.047640858489704e-06,0.16,0.0006556894744047604,0.0017334298456396593,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
housing_instability_flag,0.0007991068850299772,5.946100245408729e-06,0.8233333333333334,5.918356917958605e-05,-0.002667745264861409,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
percolator_sdoh_score,0.0007789679069135599,-5.890462527951722e-05,0.54,-9.13798467096787e-05,-0.002266811403220881,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
client_contract_Contract_A,0.0007726164918393752,7.76971119632245e-05,0.47,0.0003864651056977851,0.0013391807148644792,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
service_region_South,0.0007173963045185507,-2.1882938026298385e-05,0.19,0.00016549978273873371,0.001975087574996092,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
med_adherence_pdc,0.0006943062190111224,5.702154641564964e-05,0.5966666666666667,0.00023806830458325702,0.0020316249055500712,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_11,0.0006917493621159854,-0.00015694820671351836,0.05,0.00042597809704343463,0.0032772590201123504,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_High,0.0006908747284915777,0.0002834664833697973,0.15666666666666668,-0.0007794254353768982,0.0030326580484981848,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
service_region_East,0.0006851122979859667,-3.6024932821069834e-06,0.20333333333333334,0.00014049107655899593,0.0018871365696870883,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
ckd_flag,0.0006336011457577616,-2.004043989084385e-06,0.13666666666666666,-0.0006485199572886657,0.003105301663997093,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
age,0.0006274191721284127,-6.0848341980694526e-05,0.4866666666666667,-0.0005019340302031905,-0.0011108582047829375,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
diabetes_flag,0.0006010703018418033,9.339786216732695e-05,0.34,-0.00025186820843818607,0.0018990954490511827,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_07,0.0005958641499689138,7.711753522051106e-05,0.07,0.0002369722568848011,0.0025379311407768375,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
plan_type_Commercial,0.0005674969233932759,0.00010860077213919917,0.10333333333333333,-0.00015024293674036198,0.002454880401728912,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_County_F,0.0005419055412903598,-3.0458361663433345e-05,0.8466666666666667,5.678980757965438e-05,-0.001895190643794005,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
client_contract_Contract_B,0.0005315124910966332,8.261191446497867e-05,0.69,-0.0005030795802578561,-0.0006625801108287195,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_01,0.0005250728205713486,7.209006152721049e-05,0.9366666666666666,-0.00014344864229858664,-0.002515260513430975,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
observation_stays_last_6m,0.0005096777193529729,-8.34178325088084e-05,0.20333333333333334,-0.0003911854581788528,0.0023263431052704497,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_05,0.0005045649961266718,-1.1962546745468474e-05,0.9466666666666667,0.0004392106723245462,-0.003326698229005324,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_13,0.0004983834720284737,-5.820094731403779e-05,0.05333333333333334,-0.00010468380986437103,0.002936254547328308,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
total_cost_last_6m,0.00044472219619701083,0.0002457408478906804,0.5566666666666666,-0.0013256640403327454,0.002861018170614407,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_02,0.0004386904759742242,-4.8909568893125196e-05,0.9266666666666666,-0.00063938030368165,-0.001098432128446021,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
service_region_North,0.00043512867285038274,3.782901236054184e-05,0.23666666666666666,6.696254613608617e-06,0.0012867862226954609,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_08,0.0003797287496814783,-7.860685936185531e-06,0.93,0.0003877164157112406,-0.0023423793777828193,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
percolator_utilization_score,0.00037924526782319006,0.0002493053554524456,0.62,-0.0015376552245244665,0.0028397911372972226,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_09,0.0003518528328093833,-4.289064707943721e-06,0.9333333333333333,-0.0011761115475367335,-0.0001391560145687395,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_12,0.000318422748896512,6.067553139894255e-05,0.9166666666666666,0.00018979814227824873,-0.002051209234673858,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
asthma_flag,0.0002978100611404279,-1.9018982643309935e-05,0.16666666666666666,0.000824058486314222,-0.00019316697364168584,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_15,0.00028503971169375754,-5.9358590515915866e-05,0.9166666666666666,-0.00035037749209530154,-0.0007524699289310704,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
program_BH_CM,0.0002838090257432133,-1.0922635057504645e-05,0.7366666666666667,-0.0003471052597992567,-0.00028326841994430436,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_10,0.00025769694107868337,1.5020037438315472e-05,0.06666666666666667,-0.00012148814791632963,0.001406725007056503,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
living_alone_flag,0.00022837272242560769,3.1199772186390544e-05,0.28,-0.00010218383912770209,0.0007717183941577664,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
client_contract_Contract_C,0.00021322871701001195,-6.480097887336515e-06,0.78,0.00013455812883307112,-0.0008531831935038581,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_County_C,0.0002097666997187563,6.127710105918105e-07,0.18666666666666668,-0.00017852738331694393,0.0009642764900653175,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
gender_Male,0.00020372243296161213,-1.794370624795659e-06,0.44666666666666666,0.0002107196183506753,0.0001961771560183045,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
gender_Female,0.00020372243296161213,-1.794370624795659e-06,0.44666666666666666,-0.0002107196183506753,-0.0001961771560183045,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_03,0.00019897885239769566,1.816135073999609e-05,0.94,3.8797573184962115e-05,-0.001073311726751802,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_Low,0.00018987772512042445,1.6220996507183974e-05,0.17,0.0003247677140735597,0.00012806307339113462,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
food_insecurity_flag,0.0001648862986354491,7.696643753126111e-05,0.7,-0.0009425702254645058,0.0011907972816059763,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
language_Other,0.00014529035039928092,1.1878780906836684e-05,0.94,-0.000744252979839572,0.000291103212853448,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_14,0.00010141106038638229,1.2024147597850663e-06,0.9333333333333333,-0.00012853635057322695,-0.00031274655583857697,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
case_manager_name_CM_06,9.37791474770644e-05,3.9286156362095577e-05,0.9266666666666666,0.0002852146923928523,-0.0010449487041785243,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
polypharmacy_flag,7.973705425021515e-05,-6.88466142457886e-05,0.24333333333333335,0.0004678962617191244,-0.0005972973657809012,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
county_County_D,6.474474722032282e-05,7.478406549895375e-06,0.56,0.00038801626101710217,-0.0006499777139626735,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
risk_tier_Very_High,6.110784786595234e-05,-5.7844677537765425e-05,0.1,-0.0021798353756128956,0.005919848302087534,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
plan_type_Dual,3.9814850493878336e-05,1.6904214953475072e-06,0.35333333333333333,0.0002195528348412228,-0.00025025385287456267,0.5974579674404996,0.4025420325595004,glmnet_xlearner_weighted_shared_standardized_effect_contribution
