,age,dual_eligible,diabetes_flag,chf_flag,ckd_flag,copd_flag,asthma_flag,depression_flag,anxiety_flag,substance_use_flag,behavioral_health_risk_flag,food_insecurity_flag,housing_instability_flag,transportation_barrier_flag,utilities_insecurity_flag,Clinical Score,SDOH Score,utilization_score,pcp_visits_last_6m,specialist_visits_last_6m,ed_visits_last_6m,admits_last_6m,observation_stays_last_6m,total_cost_last_6m,rx_count_last_6m,med_adherence_pdc,high_cost_drug_flag,opioid_flag,polypharmacy_flag,intervention_flag,outcome_ed_90d,true_treatment_effect
transportation_barrier_flag,0.026191859593624398,0.19293722006774724,0.23635566344936015,0.15984456368255506,0.2700181542194519,0.33227758371031574,0.020347862725946506,0.3985375511114563,0.5171957380372724,0.027206283038173542,0.34242950609852735,0.3171850135320724,0.8061785760606891,1.0,0.8109934478170565,0.4230948763023086,0.7599312295157336,0.3815195708152916,0.5216340910936038,0.6349318832643184,0.06429769058362957,0.0585870026163233,0.0585870026163233,0.3170075963039064,0.3917399880443388,-0.49025824130027185,0.4032865016338777,0.0337688843197673,0.32203473011773004,0.31774138936750435,0.616210235748823,0.45833795980541936
utilities_insecurity_flag,0.031196255675882578,0.23448137471963013,0.2384594641161408,0.16091027801305569,0.24110316934969664,0.30628243670948396,0.031937904934137375,0.4095733996435414,0.5111924929108423,0.04160055418182234,0.3400283207949063,0.3479116969878788,0.8094272134003809,0.8109934478170565,1.0,0.42510195688444535,0.7627985365308576,0.37402455363103393,0.500285084860713,0.6268713642216334,0.06576811689993774,0.0554719558229529,0.0554719558229529,0.31242294972059204,0.39824688524641644,-0.48298164598949983,0.39164921452555634,0.03505370332215986,0.3317246773417368,0.30242819908326396,0.609353397686186,0.4632459833156649
Clinical Score,0.044477210205573554,0.20952109650764572,0.47847384149418565,0.36091604735517374,0.44403248832709413,0.4213812523049013,0.1734587778762428,0.4895974436691915,0.4783653322227113,0.5571089367771762,0.8022962418428583,0.2893322173601005,0.35490184159719546,0.4230948763023086,0.42510195688444535,1.0,0.46754439940967096,0.3848234861129837,0.628049473346119,0.7947116075968602,0.04533031919237856,0.04735799667128023,0.04735799667128023,0.6445910017047081,0.869860066992373,-0.6262082967926075,0.2823007132457303,0.3633585675797003,0.6208953907421133,0.3704955121453495,0.3806308875119991,0.45710821736816515
SDOH Score,0.03649402549258827,0.3321298013147691,0.3139657011716336,0.2110688890135247,0.28724815078503924,0.35872117516343704,0.005741971795536624,0.4562450426182603,0.5332035798453989,0.013299354837042528,0.3521715104882709,0.7752052476441796,0.6547315323142144,0.7599312295157336,0.7627985365308576,0.46754439940967096,1.0,0.3996401387499808,0.5552199229231132,0.6949326306021992,0.07596812026401487,0.06869680125258358,0.06869680125258358,0.37294459156526405,0.44599916871303785,-0.5337527367163631,0.3465126879916659,0.02903141132652104,0.3875288298802273,0.35250789240805736,0.5732434163556582,0.5476535517409407
utilization_score,0.060956323150831486,0.14998068429043263,0.2603525007293647,0.24944108431094272,0.2625015130759531,0.2587197044090682,0.04070949943412456,0.29451457425831185,0.31914095742582416,0.134695530937874,0.29003215905079194,0.2419582193202267,0.3430284191848709,0.3815195708152916,0.37402455363103393,0.3848234861129837,0.3996401387499808,1.0,0.4775407684472928,0.5138130093220101,0.862499542725359,0.8559047278324303,0.8559047278324303,0.31487771538764514,0.3620080890689136,-0.3764250142214234,0.23450537477087488,0.10335049668779916,0.3553594965543136,0.312673825905987,0.39203873055132205,0.8568611716776506
pcp_visits_last_6m,0.04575045430200988,0.19634751088133007,0.3698059856153833,0.3213733273823776,0.3805682948143054,0.3703495946186534,0.08904995312166805,0.4359958169166205,0.4597101055267971,0.21346972387204818,0.47732554401198296,0.35921140425260073,0.44784713790357694,0.5216340910936038,0.500285084860713,0.628049473346119,0.5552199229231132,0.4775407684472928,1.0,0.7911700269134707,0.05539032865095363,0.053575708392364946,0.053575708392364946,0.46520730951005795,0.5951521287545289,-0.610170707793989,0.28529389154816237,0.13949054827631302,0.5394810382848808,0.3861067182567242,0.41332199994218594,0.3963604772342812
specialist_visits_last_6m,0.07962567611904615,0.2616032211977276,0.4605531881896888,0.3940173911034432,0.46881312197768277,0.4547190609396878,0.10387834325153227,0.5381574127812513,0.5698605264429132,0.2961965060942011,0.6212071836487615,0.45562758084337207,0.5501195271131537,0.6349318832643184,0.6268713642216334,0.7947116075968602,0.6949326306021992,0.5138130093220101,0.7911700269134707,1.0,0.0878012785329659,0.08288840641708671,0.08288840641708671,0.6071487446809263,0.7568128865701566,-0.7620317532436659,0.34374986949928343,0.2001163394545228,0.6851269811676005,0.4582971037706268,0.5223003904769267,0.523531578689873
ed_visits_last_6m,0.036432806861495935,0.04205789327012278,0.0641379534919785,0.06471739047666515,0.03529596021667033,0.06524542586567382,-0.003220793504767308,0.055149239983718575,0.03655785737953368,0.028910336345445976,0.026160071985531698,0.03695444890083231,0.060149215865677445,0.06429769058362957,0.06576811689993774,0.04533031919237856,0.07596812026401487,0.862499542725359,0.05539032865095363,0.0878012785329659,1.0,0.989237332960878,0.989237332960878,0.06927514310487148,0.04211206024011022,-0.04596709107891281,0.07434188204196845,0.04748896086998627,0.058968233735654914,0.11113956143047994,0.13159193928104013,0.7235639150750965
admits_last_6m,0.035864339208136614,0.03751775263364364,0.06334121600336137,0.06098100947669382,0.030071755063759552,0.07393435165703371,-0.009332053738081308,0.05481233499783613,0.035206252404331104,0.03007604594585302,0.027003352545929192,0.035328237612575385,0.05364329547035149,0.0585870026163233,0.0554719558229529,0.04735799667128023,0.06869680125258358,0.8559047278324303,0.053575708392364946,0.08288840641708671,0.989237332960878,1.0,1.0,0.06803244781232982,0.04239484429270774,-0.04175262980085486,0.06698050807214848,0.04145464836361784,0.05845834191265517,0.10458616786988194,0.12075903845744332,0.7009870203332631
observation_stays_last_6m,0.035864339208136614,0.03751775263364364,0.06334121600336137,0.06098100947669382,0.030071755063759552,0.07393435165703371,-0.009332053738081308,0.05481233499783613,0.035206252404331104,0.03007604594585302,0.027003352545929192,0.035328237612575385,0.05364329547035149,0.0585870026163233,0.0554719558229529,0.04735799667128023,0.06869680125258358,0.8559047278324303,0.053575708392364946,0.08288840641708671,0.989237332960878,1.0,1.0,0.06803244781232982,0.04239484429270774,-0.04175262980085486,0.06698050807214848,0.04145464836361784,0.05845834191265517,0.10458616786988194,0.12075903845744332,0.7009870203332631
total_cost_last_6m,0.04098831867511817,0.12584411841937207,0.3271334558829736,0.32057670104881003,0.34997953802593773,0.3176255993664578,0.1276041528278295,0.3461293121669342,0.3660987045913645,0.27024040777685276,0.4619711652048426,0.2617044630336353,0.25906308306655446,0.3170075963039064,0.31242294972059204,0.6445910017047081,0.37294459156526405,0.31487771538764514,0.46520730951005795,0.6071487446809263,0.06927514310487148,0.06803244781232982,0.06803244781232982,1.0,0.7628271138407546,-0.44459236071853847,0.21754710605328123,0.17263202227595048,0.5709694112217114,0.31881978479197143,0.308346070513475,0.322064864967973
rx_count_last_6m,0.04985726480127346,0.16848367408957454,0.46196949649,0.36513453125056955,0.43366143065417934,0.37990265889052,0.16211840316470127,0.44094518443936404,0.43268804864533184,0.4072481225023292,0.6380148744337338,0.291607142539756,0.33361717427613774,0.3917399880443388,0.39824688524641644,0.869860066992373,0.44599916871303785,0.3620080890689136,0.5951521287545289,0.7568128865701566,0.04211206024011022,0.04239484429270774,0.04239484429270774,0.7628271138407546,1.0,-0.5824929697282595,0.27341304575654296,0.25647277314287265,0.6913934090361442,0.3788297444788538,0.3568366628582167,0.39291547025812157
med_adherence_pdc,-0.024565673359353765,-0.19883886643926432,-0.33314599591173927,-0.31306719034561414,-0.35647286390921684,-0.3569472175719776,-0.10953238884530124,-0.41639838972343807,-0.446776189797788,-0.2301986000532797,-0.4822536612234873,-0.34535088623310867,-0.42196549113724924,-0.49025824130027185,-0.48298164598949983,-0.6262082967926075,-0.5337527367163631,-0.3764250142214234,-0.610170707793989,-0.7620317532436659,-0.04596709107891281,-0.04175262980085486,-0.04175262980085486,-0.44459236071853847,-0.5824929697282595,1.0,-0.2879529547584251,-0.1569203924426373,-0.5211791936912981,-0.3490480575365093,-0.4000651727772471,-0.37326602050580987
high_cost_drug_flag,0.04882326792923266,0.12275989467009159,0.31194044254692277,0.27489230380902774,0.2881119335703801,0.18747778266176462,0.007631424429787018,0.27368221798560183,0.257403242795262,0.023652051930545655,0.16828087007511758,0.08977558042905795,0.366977372631066,0.4032865016338777,0.39164921452555634,0.2823007132457303,0.3465126879916659,0.23450537477087488,0.28529389154816237,0.34374986949928343,0.07434188204196845,0.06698050807214848,0.06698050807214848,0.21754710605328123,0.27341304575654296,-0.2879529547584251,1.0,0.03976797246325008,0.28199791783871964,0.15863598440538249,0.32410872998120976,0.2503372829404152
opioid_flag,0.02658058609306929,0.07620427161787185,-0.0006854740700453972,0.06085003770047368,0.06379236380400954,0.03223558149106503,-0.02462835628801038,0.03258837190732988,-0.01501255848705133,0.6515587137511327,0.4978253315014251,0.0014041454276168298,0.01965803598662877,0.0337688843197673,0.03505370332215986,0.3633585675797003,0.02903141132652104,0.10335049668779916,0.13949054827631302,0.2001163394545228,0.04748896086998627,0.04145464836361784,0.04145464836361784,0.17263202227595048,0.25647277314287265,-0.1569203924426373,0.03976797246325008,1.0,0.17533189958536702,0.111372339162369,0.02265035211996686,0.20535530588877454
polypharmacy_flag,0.09174368973756956,0.11522136745709208,0.42151435978822044,0.45139611127882506,0.47116969709824763,0.36727940446440654,0.0854566819497779,0.41479938320090376,0.3942554107223132,0.24029727531089298,0.44322087494760604,0.26784295763724875,0.28359842573355815,0.32203473011773004,0.3317246773417368,0.6208953907421133,0.3875288298802273,0.3553594965543136,0.5394810382848808,0.6851269811676005,0.058968233735654914,0.05845834191265517,0.05845834191265517,0.5709694112217114,0.6913934090361442,-0.5211791936912981,0.28199791783871964,0.17533189958536702,1.0,0.3408710140682003,0.3245971717693131,0.33126543731018887
intervention_flag,0.09707657084404898,0.09738070111509549,0.2411607323745082,0.2467172381440536,0.25550987975179384,0.2042295639388137,0.03464432522657524,0.2686929998710429,0.28340751166904615,0.15073128824894405,0.3053784960839455,0.24552983583446578,0.2811138700133754,0.31774138936750435,0.30242819908326396,0.3704955121453495,0.35250789240805736,0.312673825905987,0.3861067182567242,0.4582971037706268,0.11113956143047994,0.10458616786988194,0.10458616786988194,0.31881978479197143,0.3788297444788538,-0.3490480575365093,0.15863598440538249,0.111372339162369,0.3408710140682003,1.0,0.2739584300485838,0.31802272585142316
outcome_ed_90d,0.03309941049462623,0.18253700462764957,0.22789737830679205,0.2244752198275497,0.24928959964006506,0.24028621552611198,0.019698476040368628,0.3952627303823259,0.43229688389622106,0.047224624911100035,0.3033831651915387,0.2724386454084926,0.5516041709505274,0.616210235748823,0.609353397686186,0.3806308875119991,0.5732434163556582,0.39203873055132205,0.41332199994218594,0.5223003904769267,0.13159193928104013,0.12075903845744332,0.12075903845744332,0.308346070513475,0.3568366628582167,-0.4000651727772471,0.32410872998120976,0.02265035211996686,0.3245971717693131,0.2739584300485838,1.0,0.3987313227851358
true_treatment_effect,0.0450770803496731,0.21194249826042952,0.228365846954109,0.1680292796432095,0.18027295419587888,0.22625871579498238,0.0015243359877473125,0.3268171481123285,0.35946714112828987,0.2673783199772807,0.4629352929688795,0.37696585108811276,0.4217509978463036,0.45833795980541936,0.4632459833156649,0.45710821736816515,0.5476535517409407,0.8568611716776506,0.3963604772342812,0.523531578689873,0.7235639150750965,0.7009870203332631,0.7009870203332631,0.322064864967973,0.39291547025812157,-0.37326602050580987,0.2503372829404152,0.20535530588877454,0.33126543731018887,0.31802272585142316,0.3987313227851358,1.0
