feature,mean_abs_benefit_shap,mean_signed_benefit_shap,mean_positive_benefit_shap,mean_negative_benefit_shap,pct_positive_benefit_shap,pct_negative_benefit_shap,importance_type
county_MARION,6.604141300201921e-05,-1.4773849658542033e-05,2.563378167173859e-05,-4.0407631330280624e-05,0.11780104712041885,0.8821989528795812,glmnet_xlearner_final_benefit_score_permutation_shap
ed_visits_last_6m,5.7266316928813424e-05,2.311480659466738e-05,4.01905617617404e-05,-1.7075755167073024e-05,0.47643979057591623,0.5235602094240838,glmnet_xlearner_final_benefit_score_permutation_shap
opioid_flag,5.351268195979131e-05,-4.106785147047257e-06,2.4702948406372027e-05,-2.8809733553419283e-05,0.900523560209424,0.09947643979057591,glmnet_xlearner_final_benefit_score_permutation_shap
housing_instability_flag,5.197321011082043e-05,-2.0454908244854065e-06,2.496385964316751e-05,-2.7009350467652917e-05,0.09424083769633508,0.9057591623036649,glmnet_xlearner_final_benefit_score_permutation_shap
anxiety_flag,4.979104626357571e-05,5.132694102771521e-07,2.5152157836926433e-05,-2.4638888426649282e-05,0.6256544502617801,0.3743455497382199,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_5,4.772442467078469e-05,-2.2083416563935146e-05,1.2820504053424773e-05,-3.490392061735992e-05,0.9685863874345549,0.031413612565445025,glmnet_xlearner_final_benefit_score_permutation_shap
admits_last_6m,4.309820066179489e-05,-1.0595675331913319e-05,1.6251262664940783e-05,-2.6846937996854105e-05,0.774869109947644,0.225130890052356,glmnet_xlearner_final_benefit_score_permutation_shap
gender_F,3.487610947376106e-05,2.290231429543542e-06,1.8583170451652302e-05,-1.629293902210876e-05,0.756544502617801,0.24345549738219896,glmnet_xlearner_final_benefit_score_permutation_shap
gender_M,3.470322997786214e-05,2.4926518206656637e-06,1.8597940899263902e-05,-1.610528907859824e-05,0.756544502617801,0.24345549738219896,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_2,3.3474175322061846e-05,-3.026439323107707e-06,1.5223867999477068e-05,-1.8250307322584776e-05,0.11780104712041885,0.8821989528795812,glmnet_xlearner_final_benefit_score_permutation_shap
county_LANE,3.250183263914612e-05,1.7527186046196613e-06,1.7127275621882892e-05,-1.537455701726323e-05,0.9031413612565445,0.0968586387434555,glmnet_xlearner_final_benefit_score_permutation_shap
county_COOS,3.22354333013245e-05,1.3130565366466303e-05,2.2682999333895404e-05,-9.5524339674291e-06,0.05759162303664921,0.9424083769633508,glmnet_xlearner_final_benefit_score_permutation_shap
county_CLACKAMAS,2.714738044536434e-05,7.1692902003993745e-06,1.7158335322881855e-05,-9.989045122482482e-06,0.07329842931937172,0.9267015706806283,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_3,2.6906568632089887e-05,-1.6782366388632538e-06,1.2614165996613317e-05,-1.4292402635476571e-05,0.824607329842932,0.17539267015706805,glmnet_xlearner_final_benefit_score_permutation_shap
food_insecurity_flag,2.3009036408233253e-05,-7.821244215136807e-06,7.593896096548223e-06,-1.541514031168503e-05,0.08376963350785341,0.9162303664921466,glmnet_xlearner_final_benefit_score_permutation_shap
financial_strain_flag,2.0979868555703186e-05,2.6163585884199346e-06,1.179811357206156e-05,-9.181754983641625e-06,0.8821989528795812,0.11780104712041885,glmnet_xlearner_final_benefit_score_permutation_shap
county_WHEELER,2.0886134875968585e-05,1.3321532165523144e-05,1.7103833520745862e-05,-3.7823013552227207e-06,0.9973821989528796,0.002617801047120419,glmnet_xlearner_final_benefit_score_permutation_shap
county_WASCO,2.0222612328440523e-05,-2.0222612328440523e-05,0.0,-2.0222612328440523e-05,0.0,0.015706806282722512,glmnet_xlearner_final_benefit_score_permutation_shap
hyperlipidemia_flag,2.0143659019791094e-05,3.913528794786831e-08,1.009139715386948e-05,-1.0052261865921613e-05,0.1649214659685864,0.8350785340314136,glmnet_xlearner_final_benefit_score_permutation_shap
polypharmacy_flag,1.723250517541318e-05,4.750751224685216e-06,1.0991628200049197e-05,-6.240876975363981e-06,0.93717277486911,0.06282722513089005,glmnet_xlearner_final_benefit_score_permutation_shap
rx_count_last_6m,1.5921576933922862e-05,-1.9203576374684696e-06,7.000609648227196e-06,-8.920967285695666e-06,0.24607329842931938,0.7539267015706806,glmnet_xlearner_final_benefit_score_permutation_shap
county_DESCHUTES,1.3302704843618061e-05,-1.7997910062438484e-06,5.751456918687107e-06,-7.551247924930955e-06,0.9869109947643979,0.013089005235602094,glmnet_xlearner_final_benefit_score_permutation_shap
county_UMATILLA,1.2341778237052895e-05,2.1631940504728595e-08,6.1817050887788115e-06,-6.160073148274083e-06,0.020942408376963352,0.9790575916230366,glmnet_xlearner_final_benefit_score_permutation_shap
county_JACKSON,1.2059498925047351e-05,-2.677960711186042e-06,4.690769106930655e-06,-7.368729818116696e-06,0.9581151832460733,0.041884816753926704,glmnet_xlearner_final_benefit_score_permutation_shap
substance_use_flag,1.1417340560530891e-05,-5.241772616009461e-07,5.446581649464973e-06,-5.970758911065919e-06,0.774869109947644,0.225130890052356,glmnet_xlearner_final_benefit_score_permutation_shap
ckd_flag,1.0811078666163534e-05,-1.4761199990740643e-06,4.667479333544735e-06,-6.1435993326187995e-06,0.9162303664921466,0.08376963350785341,glmnet_xlearner_final_benefit_score_permutation_shap
county_LINN,1.0785998921548139e-05,-3.7563366173333495e-06,3.514831152107395e-06,-7.2711677694407445e-06,0.05759162303664921,0.9424083769633508,glmnet_xlearner_final_benefit_score_permutation_shap
county_UNION,1.021026308728399e-05,6.573835736673352e-06,8.392049411978671e-06,-1.8182136753053193e-06,0.9947643979057592,0.005235602094240838,glmnet_xlearner_final_benefit_score_permutation_shap
county_DOUGLAS,8.954549720152046e-06,-1.3412886302112757e-06,3.8066305449703855e-06,-5.1479191751816615e-06,0.03664921465968586,0.9633507853403142,glmnet_xlearner_final_benefit_score_permutation_shap
county_BENTON,8.779030584686805e-06,1.2685260149437668e-06,5.0237782998152855e-06,-3.755252284871519e-06,0.9790575916230366,0.020942408376963352,glmnet_xlearner_final_benefit_score_permutation_shap
county_WASHINGTON,8.719134265045685e-06,1.8850772088247251e-06,5.302105736935205e-06,-3.41702852811048e-06,0.9476439790575916,0.05235602094240838,glmnet_xlearner_final_benefit_score_permutation_shap
county_COLUMBIA,8.201595080799616e-06,2.1366521907179072e-06,5.169123635758762e-06,-3.0324714450408544e-06,0.01832460732984293,0.981675392670157,glmnet_xlearner_final_benefit_score_permutation_shap
observation_stays_last_6m,7.909499963851125e-06,-2.691941759301697e-07,3.820152893960478e-06,-4.089347069890648e-06,0.9685863874345549,0.031413612565445025,glmnet_xlearner_final_benefit_score_permutation_shap
county_MALHEUR,7.767403376019084e-06,4.37154166608862e-06,6.069472521053852e-06,-1.6979308549652324e-06,0.9973821989528796,0.002617801047120419,glmnet_xlearner_final_benefit_score_permutation_shap
county_MORROW,7.2391062146898835e-06,-7.2391062146898835e-06,0.0,-7.2391062146898835e-06,0.0,0.005235602094240838,glmnet_xlearner_final_benefit_score_permutation_shap
county_CROOK,7.065668834453888e-06,3.0290363105445824e-06,5.047352572499235e-06,-2.0183162619546525e-06,0.9947643979057592,0.005235602094240838,glmnet_xlearner_final_benefit_score_permutation_shap
county_MUSSELSHELL,6.512520157314253e-06,-6.512520157314253e-06,0.0,-6.512520157314253e-06,0.0,1.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_MT,6.463240721907354e-06,-6.463240721907354e-06,0.0,-6.463240721907354e-06,0.0,1.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_YAMHILL,6.230765116821819e-06,1.5478543867913172e-06,3.889309751806568e-06,-2.341455365015251e-06,0.9685863874345549,0.031413612565445025,glmnet_xlearner_final_benefit_score_permutation_shap
county_TILLAMOOK,5.804656930078763e-06,1.3366398633945546e-06,3.5706483967366586e-06,-2.234008533342104e-06,0.01832460732984293,0.981675392670157,glmnet_xlearner_final_benefit_score_permutation_shap
copd_flag,5.148521624856682e-06,8.779472021634074e-07,3.0132344135100447e-06,-2.1352872113466372e-06,0.11518324607329843,0.8848167539267016,glmnet_xlearner_final_benefit_score_permutation_shap
county_POLK,4.688805074964597e-06,2.516195852175151e-06,3.602500463569874e-06,-1.086304611394723e-06,0.02356020942408377,0.9764397905759162,glmnet_xlearner_final_benefit_score_permutation_shap
county_LAKE,4.592925924693042e-06,-2.7634663212475407e-06,9.147298017227505e-07,-3.678196122970291e-06,0.002617801047120419,0.9973821989528796,glmnet_xlearner_final_benefit_score_permutation_shap
county_CLATSOP,4.395303178580774e-06,-1.045089534413966e-06,1.6751068220834036e-06,-2.7201963564973694e-06,0.981675392670157,0.01832460732984293,glmnet_xlearner_final_benefit_score_permutation_shap
transportation_barrier_flag,3.990744681595711e-06,-6.6671549815049e-07,1.6620145917226104e-06,-2.3287300898731004e-06,0.8926701570680629,0.10732984293193717,glmnet_xlearner_final_benefit_score_permutation_shap
county_HOOD_RIVER,3.1134945439855065e-06,3.1134945439855065e-06,3.1134945439855065e-06,0.0,0.002617801047120419,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_MULTNOMAH,2.8827144154417347e-06,4.802184704103029e-07,1.6814664429260187e-06,-1.2012479725157158e-06,0.14136125654450263,0.8586387434554974,glmnet_xlearner_final_benefit_score_permutation_shap
county_KLAMATH,2.7049895471112614e-06,1.0827362433907142e-06,1.8938628952509877e-06,-8.111266518602735e-07,0.03926701570680628,0.9607329842931938,glmnet_xlearner_final_benefit_score_permutation_shap
county_HARNEY,2.670062070214398e-06,2.670062070214398e-06,2.670062070214398e-06,0.0,0.002617801047120419,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_JOSEPHINE,2.513530750770539e-06,-1.4529626800667433e-06,5.302840353518979e-07,-1.9832467154186415e-06,0.9685863874345549,0.031413612565445025,glmnet_xlearner_final_benefit_score_permutation_shap
county_CURRY,2.223464975455322e-06,-2.223464975455322e-06,0.0,-2.223464975455322e-06,0.0,0.007853403141361256,glmnet_xlearner_final_benefit_score_permutation_shap
cad_flag,1.8083413761995496e-06,-5.959210555338887e-07,6.062101603328304e-07,-1.2021312158667192e-06,0.8979057591623036,0.10209424083769633,glmnet_xlearner_final_benefit_score_permutation_shap
county_JEFFERSON,1.656173446425124e-06,-1.656173446425124e-06,0.0,-1.656173446425124e-06,0.0,0.002617801047120419,glmnet_xlearner_final_benefit_score_permutation_shap
state_WA,1.1510564769269661e-06,1.1510564769269661e-06,1.1510564769269661e-06,0.0,0.007853403141361256,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_CA,7.457971851200936e-07,7.457971851200936e-07,7.457971851200936e-07,0.0,0.005235602094240838,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_LINCOLN,2.233923276875192e-07,-2.4313758689587585e-08,9.95392844989658e-08,-1.2385304318855339e-07,0.015706806282722512,0.9842931937172775,glmnet_xlearner_final_benefit_score_permutation_shap
county_CLARK,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_ADA,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
chf_flag,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_BAKER,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
gender_Unseen,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_KLICKITAT,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_DEL_NORTE,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_FLAGLER,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_GRANT,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_GILLIAM,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_GRAY,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_GRAYS_HARBOR,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_HAYS,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_HENRICO,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_LASSEN,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_Unseen,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_SUTTER,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_WALLOWA,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_SALT_LAKE,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_SACRAMENTO,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_SAN_DIEGO,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
county_RIVERSIDE,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_VA,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_UT,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_TX,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_OR,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_FL,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_ID,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
state_Unseen,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
risk_tier_Unseen,0.0,0.0,0.0,0.0,0.0,0.0,glmnet_xlearner_final_benefit_score_permutation_shap
