feature,mean_abs_benefit_shap,mean_signed_benefit_shap,mean_positive_benefit_shap,mean_negative_benefit_shap,pct_positive_benefit_shap,pct_negative_benefit_shap
county_County_C,0.00020726443894195334,-7.0894673623581124e-06,0.00010008748578979762,-0.00010717695315215573,0.27666666666666667,0.7233333333333334
housing_instability_flag,0.00020378431154890575,2.0437277040883433e-05,0.0001121107942948946,-9.167351725401116e-05,0.8233333333333334,0.17666666666666667
language_English,0.00019445125844530438,-6.646076242545776e-06,9.390259110137932e-05,-0.00010054866734392508,0.44333333333333336,0.5566666666666666
service_region_North,0.00017797052291424967,-3.754199109662755e-05,7.021426590881105e-05,-0.00010775625700543858,0.7033333333333334,0.2966666666666667
program_BH_CM,0.00017686942193967937,3.1973407905610575e-06,9.003338136512021e-05,-8.683604057455915e-05,0.7166666666666667,0.2833333333333333
ed_visits_last_30d,0.00016980842959487443,4.42031019950385e-05,0.00010700576579495647,-6.280266379991797e-05,0.24666666666666667,0.7533333333333333
depression_flag,0.00015469037792238186,-5.334941916948232e-05,5.0670479376449785e-05,-0.0001040198985459321,0.44,0.56
client_contract_Contract_A,0.00015444999395287267,3.9162323675989e-05,9.680615881443084e-05,-5.764383513844184e-05,0.49666666666666665,0.5033333333333333
gender_Female,0.0001319304858304116,8.62318035824179e-08,6.600835881699698e-05,-6.592212701341457e-05,0.51,0.49
case_manager_name_CM_04,0.0001155401563766115,4.3629232156598936e-05,7.958469426660523e-05,-3.595546211000628e-05,0.09666666666666666,0.9033333333333333
county_County_D,0.00011411929235777218,-2.0612614110235064e-06,5.602901547337434e-05,-5.8090276884397843e-05,0.20666666666666667,0.7933333333333333
language_Spanish,0.00010888990549852896,8.31486468597019e-06,5.860238509224958e-05,-5.028752040627939e-05,0.58,0.42
observation_stays_last_6m,0.00010620445466298527,1.2341369048031273e-05,5.9272911855508274e-05,-4.6931542807476994e-05,0.5133333333333333,0.4866666666666667
dual_eligible,0.00010320868125926255,3.053993496906907e-05,6.687430811416581e-05,-3.633437314509674e-05,0.7133333333333334,0.2866666666666667
transportation_barrier_flag,9.958094924022378e-05,7.283093944581783e-06,5.343202159240279e-05,-4.6148927647821e-05,0.26,0.74
client_contract_Contract_C,9.42820818491767e-05,-1.0006171419482911e-05,4.213795521484689e-05,-5.2144126634329814e-05,0.5766666666666667,0.42333333333333334
service_region_South,8.955705871942367e-05,-1.9801995675580015e-05,3.487753152192183e-05,-5.467952719750185e-05,0.47,0.53
county_County_F,8.858449131260542e-05,2.1137437984110457e-05,5.486096464835793e-05,-3.372352666424749e-05,0.43666666666666665,0.5633333333333334
risk_tier_High,7.36505785292305e-05,7.502729097402317e-06,4.057665381331641e-05,-3.30739247159141e-05,0.4266666666666667,0.5733333333333334
risk_tier_Medium,5.7635985579564846e-05,1.9078282302901032e-05,3.835713394123294e-05,-1.927885163833191e-05,0.6233333333333333,0.37666666666666665
substance_use_flag,5.7543687866138115e-05,6.349430994004525e-06,3.194655943007132e-05,-2.559712843606679e-05,0.6666666666666666,0.3333333333333333
opioid_flag,5.354350625605044e-05,-6.931850810862038e-06,2.3305827722594202e-05,-3.023767853345624e-05,0.6766666666666666,0.3233333333333333
case_manager_name_CM_11,4.7821656720146696e-05,-1.169647169163738e-05,1.8062592514254658e-05,-2.9759064205892038e-05,0.5133333333333333,0.4866666666666667
service_region_West,4.73544770117834e-05,4.6743355539749146e-06,2.6014406282879158e-05,-2.1340070728904242e-05,0.49666666666666665,0.5033333333333333
asthma_flag,4.51281752199439e-05,-1.6230138716150483e-05,1.4449018251896708e-05,-3.067915696804719e-05,0.46,0.54
high_cost_drug_flag,4.261874161909987e-05,2.069644494490918e-06,2.2344193056795395e-05,-2.0274548562304477e-05,0.4666666666666667,0.5333333333333333
plan_type_Commercial,4.110105471807175e-05,-1.4782442757860411e-05,1.3159305980105669e-05,-2.794174873796608e-05,0.39666666666666667,0.6033333333333334
utilities_insecurity_flag,4.0622732435986006e-05,-6.95055345639347e-06,1.683608948979627e-05,-2.378664294618974e-05,0.49666666666666665,0.5033333333333333
case_manager_name_CM_13,3.416280843006484e-05,1.2829556171461694e-05,2.3496182300763268e-05,-1.0666626129301572e-05,0.22333333333333333,0.7766666666666666
case_manager_name_CM_02,2.7009476261468148e-05,-4.424593329797168e-06,1.129244146583549e-05,-1.5717034795632655e-05,0.7933333333333333,0.20666666666666667
case_manager_name_CM_01,2.667462506564626e-05,1.0611056970156982e-06,1.3867865381330981e-05,-1.2806759684315282e-05,0.75,0.25
case_manager_name_CM_03,2.4162207629028872e-05,-2.1208932812613456e-06,1.1020657173883763e-05,-1.3141550455145109e-05,0.23333333333333334,0.7666666666666667
polypharmacy_flag,2.1797941836707442e-05,-4.658374488228049e-06,8.569783674239695e-06,-1.3228158162467745e-05,0.8766666666666667,0.12333333333333334
case_manager_name_CM_09,2.1729105241368048e-05,3.1663040347968497e-06,1.2447704638082447e-05,-9.281400603285599e-06,0.8166666666666667,0.18333333333333332
case_manager_name_CM_12,2.1655081379787998e-05,2.194708421196499e-06,1.1924894900492248e-05,-9.730186479295749e-06,0.8633333333333333,0.13666666666666666
risk_tier_Low,1.3477989193313942e-05,-1.2065993360132221e-06,6.135694928650359e-06,-7.342294264663582e-06,0.5966666666666667,0.4033333333333333
case_manager_name_CM_14,1.2021116762123965e-05,-6.05153541577746e-07,5.70798161027311e-06,-6.3131351518508555e-06,0.77,0.23
case_manager_name_CM_07,1.1934019393699987e-05,-1.384428802070816e-06,5.274795295814585e-06,-6.659224097885401e-06,0.5133333333333333,0.4866666666666667
language_Other,8.558905500792656e-06,-1.2826440040128639e-06,3.638130748389896e-06,-4.92077475240276e-06,0.21,0.79
case_manager_name_CM_10,6.293867753401507e-06,-1.1954906391842081e-06,2.5491885571086497e-06,-3.7446791962928577e-06,0.8833333333333333,0.11666666666666667
case_manager_name_CM_08,0.0,0.0,0.0,0.0,0.0,0.0
case_manager_name_CM_15,0.0,0.0,0.0,0.0,0.0,0.0
case_manager_name_CM_05,0.0,0.0,0.0,0.0,0.0,0.0
case_manager_name_CM_06,0.0,0.0,0.0,0.0,0.0,0.0
risk_tier_Very_High,0.0,0.0,0.0,0.0,0.0,0.0
